Tertiary control power Weekly;;;;;;;;;;;;
;;;;;;;;;;;;
Date;Description;Power offered MW;Power allocated MW;Price CHF/MW;;0;;;;;;
05.09.2016;TRL-_l;5;0;840;0.84;0.388;0.388;;;;;
05.09.2016;TRL-_l;65;0;990;0.99;0.388;0.388;;;;;
05.09.2016;TRL-_l;100;0;999;0.999;0.388;0.388;;;;;
05.09.2016;TRL-_l;27;0;999;0.999;0.388;0.388;;;;;
05.09.2016;TRL-_l;50;0;1076;1.076;0.388;0.388;;;;;
05.09.2016;TRL-_l;25;0;1380;1.38;0.388;0.388;;;;;
05.09.2016;TRL-_l;8;0;1499;1.499;0.388;0.388;;;;;
05.09.2016;TRL-_l;25;0;1700;1.7;0.388;0.388;;;;;
05.09.2016;TRL-_l;50;0;3400;3.4;0.388;0.388;;;;;
05.09.2016;TRL-_l;20;0;4120;4.12;0.388;0.388;;;;;
05.09.2016;TRL-_l;60;0;9999;9.999;0.388;0.388;;;;;
12.09.2016;TRL-_l;10;10;206;0.206;0.388;0.388;;;;;
12.09.2016;TRL-_l;10;10;226;0.226;0.226;0;;;;;
12.09.2016;TRL-_l;5;5;246;0.246;0.246;0;;;;;
12.09.2016;TRL-_l;7;7;247;0.247;0.247;0;;;;;
12.09.2016;TRL-_l;50;50;249;0.249;0.249;0;;;;;
12.09.2016;TRL-_l;5;5;265;0.265;0.265;0;;;;;
12.09.2016;TRL-_l;5;5;265;0.265;0.265;0;;;;;
12.09.2016;TRL-_l;5;5;274;0.274;0.274;0;;;;;
12.09.2016;TRL-_l;11;11;285;0.285;0.285;0;;;;;
12.09.2016;TRL-_l;9;9;285;0.285;0.285;0;;;;;
12.09.2016;TRL-_l;30;30;290;0.29;0.29;0;;;;;
12.09.2016;TRL-_l;75;25;297;0.297;0.297;0;;;;;
12.09.2016;TRL-_l;10;10;310;0.31;0.31;0;;;;;
12.09.2016;TRL-_l;10;0;386.4;0.3864;0.31;0;;;;;
12.09.2016;TRL-_l;5;0;388;0.388;0.31;0.31;;;;;
12.09.2016;TRL-_l;10;0;420;0.42;0.31;0.31;;;;;
12.09.2016;TRL-_l;30;0;510;0.51;0.31;0.31;;;;;
12.09.2016;TRL-_l;65;0;666;0.666;0.31;0.31;;;;;
12.09.2016;TRL-_l;20;0;823.2;0.8232;0.31;0.31;;;;;
12.09.2016;TRL-_l;100;0;999;0.999;0.31;0.31;;;;;
12.09.2016;TRL-_l;22;0;999;0.999;0.31;0.31;;;;;
12.09.2016;TRL-_l;50;0;1076;1.076;0.31;0.31;;;;;
12.09.2016;TRL-_l;25;0;2218;2.218;0.31;0.31;;;;;
12.09.2016;TRL-_l;20;0;4120;4.12;0.31;0.31;;;;;
19.09.2016;TRL-_l;10;10;182;0.182;0.31;0.31;;;;;
19.09.2016;TRL-_l;10;10;188;0.188;0.188;0;;;;;
19.09.2016;TRL-_l;7;7;194;0.194;0.194;0;;;;;
19.09.2016;TRL-_l;5;5;196;0.196;0.196;0;;;;;
19.09.2016;TRL-_l;50;50;248;0.248;0.248;0;;;;;
19.09.2016;TRL-_l;9;0;260;0.26;0.248;0;;;;;
19.09.2016;TRL-_l;5;5;260;0.26;0.26;0;;;;;
19.09.2016;TRL-_l;5;0;265;0.265;0.26;0;;;;;
19.09.2016;TRL-_l;11;0;267.12;0.26712;0.26;0.26;;;;;
19.09.2016;TRL-_l;5;0;278.88;0.27888;0.26;0.26;;;;;
19.09.2016;TRL-_l;10;0;302.4;0.3024;0.26;0.26;;;;;
19.09.2016;TRL-_l;10;0;305;0.305;0.26;0.26;;;;;
19.09.2016;TRL-_l;75;0;495;0.495;0.26;0.26;;;;;
19.09.2016;TRL-_l;10;0;504;0.504;0.26;0.26;;;;;
19.09.2016;TRL-_l;65;0;666;0.666;0.26;0.26;;;;;
19.09.2016;TRL-_l;100;0;999;0.999;0.26;0.26;;;;;
19.09.2016;TRL-_l;30;0;999;0.999;0.26;0.26;;;;;
19.09.2016;TRL-_l;50;0;1076;1.076;0.26;0.26;;;;;
19.09.2016;TRL-_l;20;0;1680;1.68;0.26;0.26;;;;;
19.09.2016;TRL-_l;10;0;1989;1.989;0.26;0.26;;;;;
19.09.2016;TRL-_l;20;0;4120;4.12;0.26;0.26;;;;;
19.09.2016;TRL-_l;60;0;9999;9.999;0.26;0.26;;;;;
26.09.2016;TRL-_l;10;10;164;0.164;0.26;0.26;;;;;
26.09.2016;TRL-_l;10;10;174;0.174;0.174;0;;;;;
26.09.2016;TRL-_l;5;5;178;0.178;0.178;0;;;;;
26.09.2016;TRL-_l;8;7;195;0.195;0.195;0;;;;;
26.09.2016;TRL-_l;12;12;206.64;0.20664;0.20664;0;;;;;
26.09.2016;TRL-_l;16;16;222;0.222;0.222;0;;;;;
26.09.2016;TRL-_l;19;19;233;0.233;0.233;0;;;;;
26.09.2016;TRL-_l;50;50;244;0.244;0.244;0;;;;;
26.09.2016;TRL-_l;5;5;253;0.253;0.253;0;;;;;
26.09.2016;TRL-_l;5;0;285.6;0.2856;0.253;0;;;;;
26.09.2016;TRL-_l;75;25;292;0.292;0.292;0;;;;;
26.09.2016;TRL-_l;50;0;299;0.299;0.292;0;;;;;
26.09.2016;TRL-_l;10;0;299;0.299;0.292;0.292;;;;;
26.09.2016;TRL-_l;5;0;375;0.375;0.292;0.292;;;;;
26.09.2016;TRL-_l;5;0;420;0.42;0.292;0.292;;;;;
26.09.2016;TRL-_l;50;0;1072;1.072;0.292;0.292;;;;;
26.09.2016;TRL-_l;10;0;1527;1.527;0.292;0.292;;;;;
26.09.2016;TRL-_l;20;0;1680;1.68;0.292;0.292;;;;;
26.09.2016;TRL-_l;35;0;1699;1.699;0.292;0.292;;;;;
26.09.2016;TRL-_l;7;0;1999;1.999;0.292;0.292;;;;;
26.09.2016;TRL-_l;10;0;1999;1.999;0.292;0.292;;;;;
26.09.2016;TRL-_l;100;0;1999;1.999;0.292;0.292;;;;;
26.09.2016;TRL-_l;10;0;2499;2.499;0.292;0.292;;;;;
26.09.2016;TRL-_l;10;0;2999;2.999;0.292;0.292;;;;;
26.09.2016;TRL-_l;20;0;4116;4.116;0.292;0.292;;;;;
26.09.2016;TRL-_l;10;0;5555;5.555;0.292;0.292;;;;;
26.09.2016;TRL-_l;60;0;9999;9.999;0.292;0.292;;;;;
03.10.2016;TRL-_l;10;10;173;0.173;0.292;0.292;;;;;
03.10.2016;TRL-_l;10;10;183;0.183;0.183;0;;;;;
03.10.2016;TRL-_l;5;5;209;0.209;0.209;0;;;;;
03.10.2016;TRL-_l;15;15;235;0.235;0.235;0;;;;;
03.10.2016;TRL-_l;6;6;248;0.248;0.248;0;;;;;
03.10.2016;TRL-_l;19;18;249;0.249;0.249;0;;;;;
03.10.2016;TRL-_l;11;10;255.36;0.25536;0.25536;0;;;;;
03.10.2016;TRL-_l;50;35;289;0.289;0.289;0;;;;;
03.10.2016;TRL-_l;50;50;289;0.289;0.289;0;;;;;
03.10.2016;TRL-_l;5;5;325;0.325;0.325;0;;;;;
03.10.2016;TRL-_l;60;10;349;0.349;0.349;0;;;;;
03.10.2016;TRL-_l;75;0;448;0.448;0.349;0;;;;;
03.10.2016;TRL-_l;5;0;469;0.469;0.349;0.349;;;;;
03.10.2016;TRL-_l;50;0;1072;1.072;0.349;0.349;;;;;
03.10.2016;TRL-_l;35;0;1699;1.699;0.349;0.349;;;;;
03.10.2016;TRL-_l;10;0;1967;1.967;0.349;0.349;;;;;
03.10.2016;TRL-_l;100;0;1999;1.999;0.349;0.349;;;;;
03.10.2016;TRL-_l;10;0;2439;2.439;0.349;0.349;;;;;
03.10.2016;TRL-_l;10;0;2939;2.939;0.349;0.349;;;;;
03.10.2016;TRL-_l;10;0;3439;3.439;0.349;0.349;;;;;
03.10.2016;TRL-_l;20;0;4116;4.116;0.349;0.349;;;;;
03.10.2016;TRL-_l;10;0;5995;5.995;0.349;0.349;;;;;
10.10.2016;TRL-_l;10;10;228;0.228;0.349;0.349;;;;;
10.10.2016;TRL-_l;10;10;248;0.248;0.248;0;;;;;
10.10.2016;TRL-_l;5;5;249;0.249;0.249;0;;;;;
10.10.2016;TRL-_l;11;11;265.44;0.26544;0.26544;0;;;;;
10.10.2016;TRL-_l;15;15;297;0.297;0.297;0;;;;;
10.10.2016;TRL-_l;50;35;299;0.299;0.299;0;;;;;
10.10.2016;TRL-_l;13;13;315;0.315;0.315;0;;;;;
10.10.2016;TRL-_l;5;5;317;0.317;0.317;0;;;;;
10.10.2016;TRL-_l;50;50;378;0.378;0.378;0;;;;;
10.10.2016;TRL-_l;5;5;387;0.387;0.387;0;;;;;
10.10.2016;TRL-_l;60;10;388;0.388;0.388;0;;;;;
10.10.2016;TRL-_l;5;5;398;0.398;0.398;0;;;;;
10.10.2016;TRL-_l;75;0;549;0.549;0.398;0;;;;;
10.10.2016;TRL-_l;50;0;1156;1.156;0.398;0.398;;;;;
10.10.2016;TRL-_l;7;0;1966;1.966;0.398;0.398;;;;;
10.10.2016;TRL-_l;100;0;2599;2.599;0.398;0.398;;;;;
10.10.2016;TRL-_l;20;0;4200;4.2;0.398;0.398;;;;;
17.10.2016;TRL-_l;5;5;368;0.368;0.398;0.398;;;;;
17.10.2016;TRL-_l;11;11;385;0.385;0.385;0;;;;;
17.10.2016;TRL-_l;9;9;405;0.405;0.405;0;;;;;
17.10.2016;TRL-_l;10;6;590;0.59;0.59;0;;;;;
17.10.2016;TRL-_l;5;5;644;0.644;0.644;0;;;;;
17.10.2016;TRL-_l;10;10;696;0.696;0.696;0;;;;;
17.10.2016;TRL-_l;5;5;824;0.824;0.824;0;;;;;
17.10.2016;TRL-_l;5;5;888;0.888;0.888;0;;;;;
17.10.2016;TRL-_l;5;5;942;0.942;0.942;0;;;;;
17.10.2016;TRL-_l;50;50;978;0.978;0.978;0;;;;;
17.10.2016;TRL-_l;20;10;999;0.999;0.999;0;;;;;
17.10.2016;TRL-_l;50;35;999;0.999;0.999;0;;;;;
17.10.2016;TRL-_l;75;30;1256;1.256;1.256;0;;;;;
17.10.2016;TRL-_l;50;0;2256;2.256;1.256;0;;;;;
17.10.2016;TRL-_l;35;0;2500;2.5;1.256;1.256;;;;;
17.10.2016;TRL-_l;20;0;4820;4.82;1.256;1.256;;;;;
17.10.2016;TRL-_l;30;0;8000;8;1.256;1.256;;;;;
17.10.2016;TRL-_l;40;0;15499;15.499;1.256;1.256;;;;;
24.10.2016;TRL-_l;5;5;483;0.483;1.256;1.256;;;;;
24.10.2016;TRL-_l;5;5;548;0.548;0.548;0;;;;;
24.10.2016;TRL-_l;5;5;644;0.644;0.644;0;;;;;
24.10.2016;TRL-_l;5;5;747;0.747;0.747;0;;;;;
24.10.2016;TRL-_l;9;9;785;0.785;0.785;0;;;;;
24.10.2016;TRL-_l;5;5;798;0.798;0.798;0;;;;;
24.10.2016;TRL-_l;13;13;810;0.81;0.81;0;;;;;
24.10.2016;TRL-_l;65;65;885;0.885;0.885;0;;;;;
24.10.2016;TRL-_l;5;5;887;0.887;0.887;0;;;;;
24.10.2016;TRL-_l;50;50;983;0.983;0.983;0;;;;;
24.10.2016;TRL-_l;50;35;999;0.999;0.999;0;;;;;
24.10.2016;TRL-_l;75;20;1140;1.14;1.14;0;;;;;
24.10.2016;TRL-_l;6;0;1156;1.156;1.14;0;;;;;
24.10.2016;TRL-_l;5;0;1198;1.198;1.14;1.14;;;;;
24.10.2016;TRL-_l;5;0;1230;1.23;1.14;1.14;;;;;
24.10.2016;TRL-_l;5;0;1270;1.27;1.14;1.14;;;;;
24.10.2016;TRL-_l;65;0;1376;1.376;1.14;1.14;;;;;
24.10.2016;TRL-_l;5;0;1646.4;1.6464;1.14;1.14;;;;;
24.10.2016;TRL-_l;7;0;1899;1.899;1.14;1.14;;;;;
24.10.2016;TRL-_l;50;0;4764;4.764;1.14;1.14;;;;;
24.10.2016;TRL-_l;25;0;7661;7.661;1.14;1.14;;;;;
24.10.2016;TRL-_l;60;0;19999;19.999;1.14;1.14;;;;;
31.10.2016;TRL-_l;5;5;645;0.645;1.14;1.14;;;;;
31.10.2016;TRL-_l;5;5;745;0.745;0.745;0;;;;;
31.10.2016;TRL-_l;5;5;765;0.765;0.765;0;;;;;
31.10.2016;TRL-_l;5;5;784;0.784;0.784;0;;;;;
31.10.2016;TRL-_l;14;14;849;0.849;0.849;0;;;;;
31.10.2016;TRL-_l;7;7;859;0.859;0.859;0;;;;;
31.10.2016;TRL-_l;5;5;868;0.868;0.868;0;;;;;
31.10.2016;TRL-_l;12;12;884;0.884;0.884;0;;;;;
31.10.2016;TRL-_l;5;5;938;0.938;0.938;0;;;;;
31.10.2016;TRL-_l;64;64;978;0.978;0.978;0;;;;;
31.10.2016;TRL-_l;50;50;992;0.992;0.992;0;;;;;
31.10.2016;TRL-_l;64;64;1049;1.049;1.049;0;;;;;
31.10.2016;TRL-_l;5;0;1270;1.27;1.049;0;;;;;
31.10.2016;TRL-_l;75;0;1310;1.31;1.049;1.049;;;;;
31.10.2016;TRL-_l;50;0;1315;1.315;1.049;1.049;;;;;
31.10.2016;TRL-_l;5;0;1390;1.39;1.049;1.049;;;;;
31.10.2016;TRL-_l;64;0;2999;2.999;1.049;1.049;;;;;
31.10.2016;TRL-_l;11;0;4183.2;4.1832;1.049;1.049;;;;;
31.10.2016;TRL-_l;50;0;4773;4.773;1.049;1.049;;;;;
07.11.2016;TRL-_l;5;5;742;0.742;1.049;1.049;;;;;
07.11.2016;TRL-_l;6;6;783;0.783;0.783;0;;;;;
07.11.2016;TRL-_l;5;5;792;0.792;0.792;0;;;;;
07.11.2016;TRL-_l;6;5;838;0.838;0.838;0;;;;;
07.11.2016;TRL-_l;5;5;879;0.879;0.879;0;;;;;
07.11.2016;TRL-_l;11;11;888;0.888;0.888;0;;;;;
07.11.2016;TRL-_l;5;5;948;0.948;0.948;0;;;;;
07.11.2016;TRL-_l;21;21;955;0.955;0.955;0;;;;;
07.11.2016;TRL-_l;5;5;963;0.963;0.963;0;;;;;
07.11.2016;TRL-_l;14;13;976;0.976;0.976;0;;;;;
07.11.2016;TRL-_l;50;50;998;0.998;0.998;0;;;;;
07.11.2016;TRL-_l;50;35;999;0.999;0.999;0;;;;;
07.11.2016;TRL-_l;70;35;1097;1.097;1.097;0;;;;;
07.11.2016;TRL-_l;75;25;1148;1.148;1.148;0;;;;;
07.11.2016;TRL-_l;7;0;1544;1.544;1.148;0;;;;;
07.11.2016;TRL-_l;25;0;3499;3.499;1.148;1.148;;;;;
07.11.2016;TRL-_l;50;0;4773;4.773;1.148;1.148;;;;;
07.11.2016;TRL-_l;60;0;9999;9.999;1.148;1.148;;;;;
07.11.2016;TRL-_l;20;0;9999;9.999;1.148;1.148;;;;;
14.11.2016;TRL-_l;5;5;799;0.799;1.148;1.148;;;;;
14.11.2016;TRL-_l;5;5;829;0.829;0.829;0;;;;;
14.11.2016;TRL-_l;8;8;914;0.914;0.914;0;;;;;
14.11.2016;TRL-_l;7;7;929;0.929;0.929;0;;;;;
14.11.2016;TRL-_l;19;11;958;0.958;0.958;0;;;;;
14.11.2016;TRL-_l;5;5;969;0.969;0.969;0;;;;;
14.11.2016;TRL-_l;16;15;994;0.994;0.994;0;;;;;
14.11.2016;TRL-_l;5;5;996;0.996;0.996;0;;;;;
14.11.2016;TRL-_l;5;5;997;0.997;0.997;0;;;;;
14.11.2016;TRL-_l;11;10;1041.6;1.0416;1.0416;0;;;;;
14.11.2016;TRL-_l;50;50;1048;1.048;1.048;0;;;;;
14.11.2016;TRL-_l;70;35;1067;1.067;1.067;0;;;;;
14.11.2016;TRL-_l;75;40;1296;1.296;1.296;0;;;;;
14.11.2016;TRL-_l;60;10;1299;1.299;1.299;0;;;;;
14.11.2016;TRL-_l;6;0;2001;2.001;1.299;0;;;;;
14.11.2016;TRL-_l;50;0;4773;4.773;1.299;1.299;;;;;
14.11.2016;TRL-_l;25;0;6623;6.623;1.299;1.299;;;;;
14.11.2016;TRL-_l;5;0;8500;8.5;1.299;1.299;;;;;
14.11.2016;TRL-_l;20;0;9999;9.999;1.299;1.299;;;;;
14.11.2016;TRL-_l;5;0;11000;11;1.299;1.299;;;;;
14.11.2016;TRL-_l;5;0;13500;13.5;1.299;1.299;;;;;
14.11.2016;TRL-_l;5;0;15000;15;1.299;1.299;;;;;
21.11.2016;TRL-_l;5;5;869;0.869;1.299;1.299;;;;;
21.11.2016;TRL-_l;5;5;919;0.919;0.919;0;;;;;
21.11.2016;TRL-_l;5;5;1028;1.028;1.028;0;;;;;
21.11.2016;TRL-_l;9;9;1034;1.034;1.034;0;;;;;
21.11.2016;TRL-_l;27;22;1035;1.035;1.035;0;;;;;
21.11.2016;TRL-_l;15;15;1101;1.101;1.101;0;;;;;
21.11.2016;TRL-_l;6;6;1184;1.184;1.184;0;;;;;
21.11.2016;TRL-_l;70;35;1213;1.213;1.213;0;;;;;
21.11.2016;TRL-_l;50;50;1299;1.299;1.299;0;;;;;
21.11.2016;TRL-_l;60;10;1499;1.499;1.499;0;;;;;
21.11.2016;TRL-_l;6;6;1999;1.999;1.999;0;;;;;
21.11.2016;TRL-_l;50;50;2288;2.288;2.288;0;;;;;
21.11.2016;TRL-_l;5;0;2492;2.492;2.288;0;;;;;
21.11.2016;TRL-_l;75;10;2495;2.495;2.495;0;;;;;
21.11.2016;TRL-_l;5;0;2499;2.499;2.495;0;;;;;
21.11.2016;TRL-_l;25;0;2524;2.524;2.495;2.495;;;;;
21.11.2016;TRL-_l;5;0;2950;2.95;2.495;2.495;;;;;
21.11.2016;TRL-_l;5;0;3450;3.45;2.495;2.495;;;;;
21.11.2016;TRL-_l;5;0;3950;3.95;2.495;2.495;;;;;
21.11.2016;TRL-_l;5;0;4450;4.45;2.495;2.495;;;;;
21.11.2016;TRL-_l;5;0;4950;4.95;2.495;2.495;;;;;
21.11.2016;TRL-_l;50;0;5517;5.517;2.495;2.495;;;;;
21.11.2016;TRL-_l;20;0;9999;9.999;2.495;2.495;;;;;
28.11.2016;TRL-_l;5;5;990;0.99;2.495;2.495;;;;;
28.11.2016;TRL-_l;21;21;997;0.997;0.997;0;;;;;
28.11.2016;TRL-_l;9;9;1043;1.043;1.043;0;;;;;
28.11.2016;TRL-_l;15;15;1119;1.119;1.119;0;;;;;
28.11.2016;TRL-_l;6;5;1169;1.169;1.169;0;;;;;
28.11.2016;TRL-_l;6;6;1202;1.202;1.202;0;;;;;
28.11.2016;TRL-_l;7;7;1380;1.38;1.38;0;;;;;
28.11.2016;TRL-_l;11;11;1386;1.386;1.386;0;;;;;
28.11.2016;TRL-_l;70;35;1492;1.492;1.492;0;;;;;
28.11.2016;TRL-_l;50;50;1734;1.734;1.734;0;;;;;
28.11.2016;TRL-_l;5;5;1777;1.777;1.777;0;;;;;
28.11.2016;TRL-_l;5;5;1794;1.794;1.794;0;;;;;
28.11.2016;TRL-_l;30;30;1825;1.825;1.825;0;;;;;
28.11.2016;TRL-_l;75;25;1984;1.984;1.984;0;;;;;
28.11.2016;TRL-_l;10;0;2449;2.449;1.984;0;;;;;
28.11.2016;TRL-_l;50;0;3333;3.333;1.984;1.984;;;;;
28.11.2016;TRL-_l;6;0;3425;3.425;1.984;1.984;;;;;
28.11.2016;TRL-_l;50;0;5121;5.121;1.984;1.984;;;;;
28.11.2016;TRL-_l;35;0;5300;5.3;1.984;1.984;;;;;
28.11.2016;TRL-_l;20;0;9999;9.999;1.984;1.984;;;;;
28.11.2016;TRL-_l;60;0;29999;29.999;1.984;1.984;;;;;
05.12.2016;TRL-_l;7;7;1064;1.064;1.984;1.984;;;;;
05.12.2016;TRL-_l;8;8;1064;1.064;1.064;0;;;;;
05.12.2016;TRL-_l;15;15;1066;1.066;1.066;0;;;;;
05.12.2016;TRL-_l;5;5;1070;1.07;1.07;0;;;;;
05.12.2016;TRL-_l;10;10;1199;1.199;1.199;0;;;;;
05.12.2016;TRL-_l;15;15;1291;1.291;1.291;0;;;;;
05.12.2016;TRL-_l;5;5;1320;1.32;1.32;0;;;;;
05.12.2016;TRL-_l;60;20;1384;1.384;1.384;0;;;;;
05.12.2016;TRL-_l;50;50;1423;1.423;1.423;0;;;;;
05.12.2016;TRL-_l;5;5;1486;1.486;1.486;0;;;;;
05.12.2016;TRL-_l;70;35;1492;1.492;1.492;0;;;;;
05.12.2016;TRL-_l;11;11;1512;1.512;1.512;0;;;;;
05.12.2016;TRL-_l;5;5;1520;1.52;1.52;0;;;;;
05.12.2016;TRL-_l;30;30;1745;1.745;1.745;0;;;;;
05.12.2016;TRL-_l;6;0;1999;1.999;1.745;0;;;;;
05.12.2016;TRL-_l;50;0;2429;2.429;1.745;1.745;;;;;
05.12.2016;TRL-_l;5;0;2934;2.934;1.745;1.745;;;;;
05.12.2016;TRL-_l;5;0;2972;2.972;1.745;1.745;;;;;
05.12.2016;TRL-_l;35;0;3242;3.242;1.745;1.745;;;;;
05.12.2016;TRL-_l;75;0;3244;3.244;1.745;1.745;;;;;
05.12.2016;TRL-_l;50;0;5771;5.771;1.745;1.745;;;;;
05.12.2016;TRL-_l;20;0;9999;9.999;1.745;1.745;;;;;
12.12.2016;TRL-_l;10;10;998;0.998;1.745;1.745;;;;;
12.12.2016;TRL-_l;60;10;999;0.999;0.999;0;;;;;
12.12.2016;TRL-_l;7;7;1024;1.024;1.024;0;;;;;
12.12.2016;TRL-_l;7;7;1049;1.049;1.049;0;;;;;
12.12.2016;TRL-_l;8;8;1084;1.084;1.084;0;;;;;
12.12.2016;TRL-_l;15;15;1107;1.107;1.107;0;;;;;
12.12.2016;TRL-_l;5;5;1240;1.24;1.24;0;;;;;
12.12.2016;TRL-_l;6;6;1289;1.289;1.289;0;;;;;
12.12.2016;TRL-_l;16;16;1294;1.294;1.294;0;;;;;
12.12.2016;TRL-_l;11;11;1323.84;1.32384;1.32384;0;;;;;
12.12.2016;TRL-_l;50;50;1342;1.342;1.342;0;;;;;
12.12.2016;TRL-_l;70;35;1449;1.449;1.449;0;;;;;
12.12.2016;TRL-_l;75;25;1482;1.482;1.482;0;;;;;
12.12.2016;TRL-_l;5;5;1524;1.524;1.524;0;;;;;
12.12.2016;TRL-_l;5;5;1562;1.562;1.562;0;;;;;
12.12.2016;TRL-_l;30;0;1698;1.698;1.562;0;;;;;
12.12.2016;TRL-_l;40;0;1982;1.982;1.562;1.562;;;;;
12.12.2016;TRL-_l;6;6;1989;1.989;1.989;0;;;;;
12.12.2016;TRL-_l;50;0;4369;4.369;1.989;0;;;;;
12.12.2016;TRL-_l;20;0;9999;9.999;1.989;1.989;;;;;
19.12.2016;TRL-_l;6;6;979;0.979;1.989;1.989;;;;;
19.12.2016;TRL-_l;9;9;1069;1.069;1.069;0;;;;;
19.12.2016;TRL-_l;6;6;1144;1.144;1.144;0;;;;;
19.12.2016;TRL-_l;12;12;1148;1.148;1.148;0;;;;;
19.12.2016;TRL-_l;6;6;1189;1.189;1.189;0;;;;;
19.12.2016;TRL-_l;10;10;1199;1.199;1.199;0;;;;;
19.12.2016;TRL-_l;30;30;1210;1.21;1.21;0;;;;;
19.12.2016;TRL-_l;16;16;1246;1.246;1.246;0;;;;;
19.12.2016;TRL-_l;50;35;1299;1.299;1.299;0;;;;;
19.12.2016;TRL-_l;50;30;1322;1.322;1.322;0;;;;;
19.12.2016;TRL-_l;11;11;1335.6;1.3356;1.3356;0;;;;;
19.12.2016;TRL-_l;75;5;1444;1.444;1.444;0;;;;;
19.12.2016;TRL-_l;5;0;1474;1.474;1.444;0;;;;;
19.12.2016;TRL-_l;5;0;1488;1.488;1.444;1.444;;;;;
19.12.2016;TRL-_l;5;0;1670;1.67;1.444;1.444;;;;;
19.12.2016;TRL-_l;9;0;1890;1.89;1.444;1.444;;;;;
19.12.2016;TRL-_l;5;0;1999;1.999;1.444;1.444;;;;;
19.12.2016;TRL-_l;10;0;3400;3.4;1.444;1.444;;;;;
19.12.2016;TRL-_l;10;0;3900;3.9;1.444;1.444;;;;;
19.12.2016;TRL-_l;50;0;4319;4.319;1.444;1.444;;;;;
19.12.2016;TRL-_l;70;0;4476;4.476;1.444;1.444;;;;;
19.12.2016;TRL-_l;20;0;9999;9.999;1.444;1.444;;;;;
19.12.2016;TRL-_l;60;0;29999;29.999;1.444;1.444;;;;;
26.12.2016;TRL-_l;6;6;1080;1.08;1.444;1.444;;;;;
26.12.2016;TRL-_l;5;5;1084;1.084;1.084;0;;;;;
26.12.2016;TRL-_l;5;5;1129;1.129;1.129;0;;;;;
26.12.2016;TRL-_l;12;12;1188;1.188;1.188;0;;;;;
26.12.2016;TRL-_l;6;6;1194;1.194;1.194;0;;;;;
26.12.2016;TRL-_l;14;14;1248;1.248;1.248;0;;;;;
26.12.2016;TRL-_l;6;6;1290;1.29;1.29;0;;;;;
26.12.2016;TRL-_l;10;10;1299;1.299;1.299;0;;;;;
26.12.2016;TRL-_l;70;35;1348;1.348;1.348;0;;;;;
26.12.2016;TRL-_l;11;11;1384.32;1.38432;1.38432;0;;;;;
26.12.2016;TRL-_l;7;7;1432;1.432;1.432;0;;;;;
26.12.2016;TRL-_l;50;35;1499;1.499;1.499;0;;;;;
26.12.2016;TRL-_l;50;50;1626;1.626;1.626;0;;;;;
26.12.2016;TRL-_l;5;5;1699;1.699;1.699;0;;;;;
26.12.2016;TRL-_l;5;0;1744;1.744;1.699;0;;;;;
26.12.2016;TRL-_l;5;0;1772;1.772;1.699;1.699;;;;;
26.12.2016;TRL-_l;75;0;2358;2.358;1.699;1.699;;;;;
26.12.2016;TRL-_l;65;0;2449;2.449;1.699;1.699;;;;;
26.12.2016;TRL-_l;30;0;2498;2.498;1.699;1.699;;;;;
26.12.2016;TRL-_l;9;0;2799;2.799;1.699;1.699;;;;;
26.12.2016;TRL-_l;35;0;3195;3.195;1.699;1.699;;;;;
26.12.2016;TRL-_l;50;0;4885;4.885;1.699;1.699;;;;;
26.12.2016;TRL-_l;20;0;9999;9.999;1.699;1.699;;;;;
26.12.2016;TRL-_l;10;0;9999;9.999;1.699;1.699;;;;;
26.12.2016;TRL-_l;60;0;39999;39.999;1.699;1.699;;;;;
