Tertiary control power Weekly;;;;;;;;;;;;
;;;;;;;;;;;;
Date;Description;Power offered MW;Power allocated MW;Price CHF/MW;;0;;;;;;
13.06.2016;TRL-_l;8;8;296;0.296;0.368;0.368;;0.172;0;;
13.06.2016;TRL-_l;6;6;300;0.3;0.3;0;;0.172;0;;
13.06.2016;TRL-_l;20;20;319.2;0.3192;0.3192;0;;0.172;0;;
13.06.2016;TRL-_l;8;8;327;0.327;0.327;0;;0.127;0.127;;
13.06.2016;TRL-_l;10;10;328;0.328;0.328;0;;0.158;0.158;;
13.06.2016;TRL-_l;8;8;335;0.335;0.335;0;;0.158;0;;
13.06.2016;TRL-_l;20;20;335;0.335;0.335;0;;0.158;0;;
13.06.2016;TRL-_l;15;15;335;0.335;0.335;0.335;;0.158;0;;
13.06.2016;TRL-_l;5;0;337;0.337;0.335;0.335;;0.158;0;;
13.06.2016;TRL-_l;10;0;338;0.338;0.335;0.335;;0.158;0;;
13.06.2016;TRL-_l;5;0;339;0.339;0.335;0.335;;0.158;0;;
13.06.2016;TRL-_l;5;0;342;0.342;0.335;0.335;;0.137;0.137;;
13.06.2016;TRL-_l;10;0;342;0.342;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;7;0;344;0.344;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;5;0;345;0.345;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;10;0;348;0.348;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;5;0;353;0.353;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;5;0;354;0.354;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;30;0;355;0.355;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;5;0;385;0.385;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;5;0;420;0.42;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;75;0;457;0.457;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;5;0;460;0.46;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;5;0;510;0.51;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;65;0;750;0.75;0.335;0.335;;0.137;0;;
13.06.2016;TRL-_l;50;0;830;0.83;0.335;0.335;;0.297;0.297;;
13.06.2016;TRL-_l;5;0;999;0.999;0.335;0.335;;0.297;0;;
13.06.2016;TRL-_l;65;0;1500;1.5;0.335;0.335;;0.297;0;;
13.06.2016;TRL-_l;20;0;3979;3.979;0.335;0.335;;0.297;0;;
13.06.2016;TRL-_l;65;0;15000;15;0.335;0.335;;0.297;0;;
13.06.2016;TRL-_l;65;0;25000;25;0.335;0.335;;0.297;0;;
20.06.2016;TRL-_l;8;8;227;0.227;0.335;0.335;;0.297;0;;
20.06.2016;TRL-_l;15;15;247;0.247;0.247;0;;0.297;0;;
20.06.2016;TRL-_l;6;6;265;0.265;0.265;0;;0.297;0;;
20.06.2016;TRL-_l;5;5;267;0.267;0.267;0;;0.297;0;;
20.06.2016;TRL-_l;10;10;288;0.288;0.288;0;;0.297;0;;
20.06.2016;TRL-_l;8;8;290;0.29;0.29;0;;0.297;0;;
20.06.2016;TRL-_l;35;35;295;0.295;0.295;0;;0.399;0.399;;
20.06.2016;TRL-_l;5;0;297;0.297;0.295;0;;0.399;0;;
20.06.2016;TRL-_l;10;0;298;0.298;0.295;0.295;;0.399;0;;
20.06.2016;TRL-_l;5;0;299;0.299;0.295;0.295;;0.399;0;;
20.06.2016;TRL-_l;20;0;302.4;0.3024;0.295;0.295;;0.399;0;;
20.06.2016;TRL-_l;10;0;308;0.308;0.295;0.295;;0.399;0;;
20.06.2016;TRL-_l;5;0;318;0.318;0.295;0.295;;0.399;0;;
20.06.2016;TRL-_l;8;0;319;0.319;0.295;0.295;;0.399;0;;
20.06.2016;TRL-_l;7;0;319;0.319;0.295;0.295;;0.399;0;;
20.06.2016;TRL-_l;20;0;329;0.329;0.295;0.295;;0.399;0;;
20.06.2016;TRL-_l;5;0;333;0.333;0.295;0.295;;0.399;0;;
20.06.2016;TRL-_l;5;0;334;0.334;0.295;0.295;;0.388;0.388;;
20.06.2016;TRL-_l;10;0;350;0.35;0.295;0.295;;0.388;0;;
20.06.2016;TRL-_l;75;0;409;0.409;0.295;0.295;;0.388;0;;
20.06.2016;TRL-_l;50;0;830;0.83;0.295;0.295;;0.388;0;;
20.06.2016;TRL-_l;30;0;999;0.999;0.295;0.295;;0.388;0;;
20.06.2016;TRL-_l;5;0;999;0.999;0.295;0.295;;0.388;0;;
20.06.2016;TRL-_l;25;0;3346;3.346;0.295;0.295;;0.388;0;;
20.06.2016;TRL-_l;20;0;3979;3.979;0.295;0.295;;0.388;0;;
27.06.2016;TRL-_l;15;15;157;0.157;0.295;0.295;;0.388;0;;
27.06.2016;TRL-_l;10;10;177;0.177;0.177;0;;0.388;0;;
27.06.2016;TRL-_l;5;5;197;0.197;0.197;0;;0.388;0;;
27.06.2016;TRL-_l;8;8;235;0.235;0.235;0;;0.388;0;;
27.06.2016;TRL-_l;5;5;235;0.235;0.235;0;;0.31;0.31;;
27.06.2016;TRL-_l;8;8;239;0.239;0.239;0;;0.31;0;;
27.06.2016;TRL-_l;5;5;245;0.245;0.245;0;;0.31;0;;
27.06.2016;TRL-_l;30;30;245;0.245;0.245;0;;0.31;0;;
27.06.2016;TRL-_l;10;10;248;0.248;0.248;0;;0.31;0;;
27.06.2016;TRL-_l;20;0;252;0.252;0.248;0;;0.31;0;;
27.06.2016;TRL-_l;5;0;255;0.255;0.248;0.248;;0.31;0;;
27.06.2016;TRL-_l;5;0;255;0.255;0.248;0.248;;0.31;0;;
27.06.2016;TRL-_l;20;0;255;0.255;0.248;0.248;;0.31;0;;
27.06.2016;TRL-_l;7;0;258;0.258;0.248;0.248;;0.31;0;;
27.06.2016;TRL-_l;10;0;263;0.263;0.248;0.248;;0.31;0;;
27.06.2016;TRL-_l;5;0;265;0.265;0.248;0.248;;0.26;0.26;;
27.06.2016;TRL-_l;5;0;268;0.268;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;6;0;269;0.269;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;5;0;275;0.275;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;5;0;283;0.283;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;5;0;285;0.285;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;5;0;285;0.285;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;20;0;285.6;0.2856;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;10;0;288;0.288;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;10;0;296;0.296;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;5;0;325;0.325;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;5;0;328;0.328;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;5;0;395;0.395;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;75;0;395;0.395;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;5;0;495;0.495;0.248;0.248;;0.26;0;;
27.06.2016;TRL-_l;5;0;695;0.695;0.248;0.248;;0.292;0.292;;
27.06.2016;TRL-_l;10;0;699;0.699;0.248;0.248;;0.292;0;;
27.06.2016;TRL-_l;50;0;830;0.83;0.248;0.248;;0.292;0;;
27.06.2016;TRL-_l;5;0;995;0.995;0.248;0.248;;0.292;0;;
27.06.2016;TRL-_l;7;0;1499;1.499;0.248;0.248;;0.292;0;;
27.06.2016;TRL-_l;20;0;3979;3.979;0.248;0.248;;0.292;0;;
27.06.2016;TRL-_l;60;0;19322;19.322;0.248;0.248;;0.292;0;;
04.07.2016;TRL-_l;10;10;138;0.138;0.248;0.248;;0.292;0;;
04.07.2016;TRL-_l;10;10;148;0.148;0.148;0;;0.292;0;;
04.07.2016;TRL-_l;13;13;157;0.157;0.157;0;;0.292;0;;
04.07.2016;TRL-_l;10;10;158;0.158;0.158;0;;0.292;0;;
04.07.2016;TRL-_l;15;0;174;0.174;0.158;0;;0.292;0;;
04.07.2016;TRL-_l;30;30;175;0.175;0.175;0;;0.292;0;;
04.07.2016;TRL-_l;8;0;185;0.185;0.175;0;;0.292;0;;
04.07.2016;TRL-_l;8;0;186;0.186;0.175;0.175;;0.292;0;;
04.07.2016;TRL-_l;10;0;189;0.189;0.175;0.175;;0.292;0;;
04.07.2016;TRL-_l;5;0;189;0.189;0.175;0.175;;0.349;0.349;;
04.07.2016;TRL-_l;6;0;190;0.19;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;10;0;211;0.211;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;20;0;218.4;0.2184;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;5;0;225;0.225;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;15;0;229;0.229;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;10;0;245;0.245;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;5;0;248;0.248;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;5;0;249;0.249;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;20;0;252;0.252;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;10;0;308;0.308;0.175;0.175;;0.349;0;;
04.07.2016;TRL-_l;5;0;325;0.325;0.175;0.175;;0.398;0.398;;
04.07.2016;TRL-_l;75;0;395;0.395;0.175;0.175;;0.398;0;;
04.07.2016;TRL-_l;8;0;399;0.399;0.175;0.175;;0.398;0;;
04.07.2016;TRL-_l;15;0;430;0.43;0.175;0.175;;0.398;0;;
04.07.2016;TRL-_l;10;0;449;0.449;0.175;0.175;;0.398;0;;
04.07.2016;TRL-_l;20;0;650;0.65;0.175;0.175;;1.256;1.256;;
04.07.2016;TRL-_l;50;0;830;0.83;0.175;0.175;;1.256;0;;
04.07.2016;TRL-_l;20;0;3979;3.979;0.175;0.175;;1.256;0;;
04.07.2016;TRL-_l;20;0;9999;9.999;0.175;0.175;;1.256;0;;
04.07.2016;TRL-_l;60;0;9999;9.999;0.175;0.175;;1.256;0;;
11.07.2016;TRL-_l;15;15;110;0.11;0.175;0.175;;1.14;1.14;;
11.07.2016;TRL-_l;6;6;110;0.11;0.11;0;;1.14;0;;
11.07.2016;TRL-_l;10;10;115;0.115;0.115;0;;1.14;0;;
11.07.2016;TRL-_l;5;5;117;0.117;0.117;0;;1.14;0;;
11.07.2016;TRL-_l;15;15;138;0.138;0.138;0;;1.14;0;;
11.07.2016;TRL-_l;9;9;146;0.146;0.146;0;;1.14;0;;
11.07.2016;TRL-_l;13;0;153;0.153;0.146;0;;1.14;0;;
11.07.2016;TRL-_l;5;0;154;0.154;0.146;0.146;;1.14;0;;
11.07.2016;TRL-_l;22;0;155;0.155;0.146;0.146;;1.14;0;;
11.07.2016;TRL-_l;5;0;163;0.163;0.146;0.146;;1.14;0;;
11.07.2016;TRL-_l;5;0;164;0.164;0.146;0.146;;1.49;1.49;;
11.07.2016;TRL-_l;8;0;165;0.165;0.146;0.146;;1.49;0;;
11.07.2016;TRL-_l;20;0;168;0.168;0.146;0.146;;1.49;0;;
11.07.2016;TRL-_l;20;0;169;0.169;0.146;0.146;;1.49;0;;
11.07.2016;TRL-_l;10;0;175;0.175;0.146;0.146;;1.49;0;;
11.07.2016;TRL-_l;5;0;199;0.199;0.146;0.146;;1.49;0;;
11.07.2016;TRL-_l;75;0;218;0.218;0.146;0.146;;1.49;0;;
11.07.2016;TRL-_l;20;0;252;0.252;0.146;0.146;;1.148;1.148;;
11.07.2016;TRL-_l;10;0;269;0.269;0.146;0.146;;1.148;0;;
11.07.2016;TRL-_l;20;0;279;0.279;0.146;0.146;;1.148;0;;
11.07.2016;TRL-_l;50;0;830;0.83;0.146;0.146;;1.148;0;;
11.07.2016;TRL-_l;50;0;1200;1.2;0.146;0.146;;1.148;0;;
11.07.2016;TRL-_l;20;0;3979;3.979;0.146;0.146;;1.299;1.299;;
11.07.2016;TRL-_l;60;0;9999;9.999;0.146;0.146;;1.299;0;;
18.07.2016;TRL-_l;15;15;94;0.094;0.146;0.146;;1.299;0;;
18.07.2016;TRL-_l;10;10;96;0.096;0.096;0;;1.299;0;;
18.07.2016;TRL-_l;5;5;98;0.098;0.098;0;;1.299;0;;
18.07.2016;TRL-_l;5;5;110;0.11;0.11;0;;1.299;0;;
18.07.2016;TRL-_l;23;23;115;0.115;0.115;0;;1.299;0;;
18.07.2016;TRL-_l;5;5;122;0.122;0.122;0;;1.299;0;;
18.07.2016;TRL-_l;5;5;124;0.124;0.124;0;;2.495;2.495;;
18.07.2016;TRL-_l;16;16;125;0.125;0.125;0;;2.495;0;;
18.07.2016;TRL-_l;13;10;133;0.133;0.133;0;;2.495;0;;
18.07.2016;TRL-_l;15;15;139;0.139;0.139;0;;2.495;0;;
18.07.2016;TRL-_l;7;0;147;0.147;0.139;0;;2.495;0;;
18.07.2016;TRL-_l;40;0;151.2;0.1512;0.139;0.139;;2.495;0;;
18.07.2016;TRL-_l;5;0;168;0.168;0.139;0.139;;2.495;0;;
18.07.2016;TRL-_l;5;0;199;0.199;0.139;0.139;;2.495;0;;
18.07.2016;TRL-_l;15;0;199;0.199;0.139;0.139;;2.495;0;;
18.07.2016;TRL-_l;75;0;217;0.217;0.139;0.139;;1.984;1.984;;
18.07.2016;TRL-_l;10;0;300;0.3;0.139;0.139;;1.984;0;;
18.07.2016;TRL-_l;10;0;392;0.392;0.139;0.139;;1.984;0;;
18.07.2016;TRL-_l;10;0;399;0.399;0.139;0.139;;1.984;0;;
18.07.2016;TRL-_l;10;0;600;0.6;0.139;0.139;;1.984;0;;
18.07.2016;TRL-_l;50;0;834;0.834;0.139;0.139;;1.984;0;;
18.07.2016;TRL-_l;10;0;1333;1.333;0.139;0.139;;1.984;0;;
18.07.2016;TRL-_l;20;0;2333;2.333;0.139;0.139;;1.745;1.745;;
18.07.2016;TRL-_l;8;0;2499;2.499;0.139;0.139;;1.745;0;;
18.07.2016;TRL-_l;20;0;3979;3.979;0.139;0.139;;1.745;0;;
18.07.2016;TRL-_l;60;0;9999;9.999;0.139;0.139;;1.745;0;;
25.07.2016;TRL-_l;15;15;85;0.085;0.139;0.139;;1.745;0;;
25.07.2016;TRL-_l;10;10;87;0.087;0.087;0;;1.745;0;;
25.07.2016;TRL-_l;5;5;89;0.089;0.089;0;;1.745;0;;
25.07.2016;TRL-_l;5;5;99;0.099;0.099;0;;1.745;0;;
25.07.2016;TRL-_l;5;5;112;0.112;0.112;0;;1.562;1.562;;
25.07.2016;TRL-_l;5;5;114;0.114;0.114;0;;1.989;1.989;;
25.07.2016;TRL-_l;23;23;115;0.115;0.115;0;;1.989;0;;
25.07.2016;TRL-_l;14;14;120;0.12;0.12;0;;1.444;1.444;;
25.07.2016;TRL-_l;20;20;120;0.12;0.12;0;;1.444;0;;
25.07.2016;TRL-_l;75;25;122;0.122;0.122;0;;1.444;0;;
25.07.2016;TRL-_l;16;16;125;0.125;0.125;0;;1.444;0;;
25.07.2016;TRL-_l;8;0;128;0.128;0.125;0;;1.444;0;;
25.07.2016;TRL-_l;5;0;132.05;0.13205;0.125;0.125;;1.444;0;;
25.07.2016;TRL-_l;5;0;148.01;0.14801;0.125;0.125;;1.444;0;;
25.07.2016;TRL-_l;20;0;151.2;0.1512;0.125;0.125;;1.444;0;;
25.07.2016;TRL-_l;25;0;168;0.168;0.125;0.125;;1.444;0;;
25.07.2016;TRL-_l;5;0;178;0.178;0.125;0.125;;1.444;0;;
25.07.2016;TRL-_l;5;0;198;0.198;0.125;0.125;;1.444;0;;
25.07.2016;TRL-_l;50;0;808;0.808;0.125;0.125;;1.699;1.699;;
25.07.2016;TRL-_l;8;0;2355;2.355;0.125;0.125;;1.699;0;;
25.07.2016;TRL-_l;20;0;3973;3.973;0.125;0.125;;1.699;0;;
25.07.2016;TRL-_l;60;0;9999;9.999;0.125;0.125;;1.699;0;;
01.08.2016;TRL-_l;10;10;79;0.079;0.125;0.125;;1.699;0;;
01.08.2016;TRL-_l;5;5;79;0.079;0.079;0;;1.699;0;;
01.08.2016;TRL-_l;15;15;79;0.079;0.079;0;;1.699;0;;
01.08.2016;TRL-_l;25;19;92;0.092;0.092;0;;1.699;0;;
01.08.2016;TRL-_l;25;0;100.8;0.1008;0.092;0;;1.699;0;;
01.08.2016;TRL-_l;20;0;105;0.105;0.092;0.092;;1.699;0;;
01.08.2016;TRL-_l;5;5;105;0.105;0.105;0;;;;;
01.08.2016;TRL-_l;16;0;106;0.106;0.105;0;;;;;
01.08.2016;TRL-_l;7;7;107.02;0.10702;0.10702;0;;;;;
01.08.2016;TRL-_l;5;0;108;0.108;0.10702;0;;;;;
01.08.2016;TRL-_l;5;0;113;0.113;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;16;0;116;0.116;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;118;0.118;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;9;0;118;0.118;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;118.94;0.11894;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;120;0.12;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;133;0.133;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;139;0.139;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;160;0.16;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;20;0;168;0.168;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;75;0;207;0.207;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;280;0.28;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;10;0;399;0.399;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;10;0;444;0.444;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;450;0.45;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;10;0;499;0.499;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;10;0;564;0.564;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;65;0;599;0.599;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;800;0.8;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;50;0;824;0.824;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;100;0;999;0.999;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;1500;1.5;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;10;0;1999;1.999;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;8;0;2137;2.137;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;10;0;2450;2.45;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;5;0;3000;3;0.10702;0.10702;;;;;
01.08.2016;TRL-_l;20;0;3989;3.989;0.10702;0.10702;;;;;
08.08.2016;TRL-_l;15;15;74;0.074;0.10702;0.10702;;;;;
08.08.2016;TRL-_l;24;24;75;0.075;0.075;0;;;;;
08.08.2016;TRL-_l;10;10;76;0.076;0.076;0;;;;;
08.08.2016;TRL-_l;5;5;78;0.078;0.078;0;;;;;
08.08.2016;TRL-_l;6;6;84;0.084;0.084;0;;;;;
08.08.2016;TRL-_l;8;8;84;0.084;0.084;0;;;;;
08.08.2016;TRL-_l;16;16;88;0.088;0.088;0;;;;;
08.08.2016;TRL-_l;5;5;96;0.096;0.096;0;;;;;
08.08.2016;TRL-_l;5;5;99;0.099;0.099;0;;;;;
08.08.2016;TRL-_l;6;6;102;0.102;0.102;0;;;;;
08.08.2016;TRL-_l;5;5;109;0.109;0.109;0;;;;;
08.08.2016;TRL-_l;75;25;117;0.117;0.117;0;;;;;
08.08.2016;TRL-_l;20;20;117.6;0.1176;0.1176;0;;;;;
08.08.2016;TRL-_l;5;5;127;0.127;0.127;0;;;;;
08.08.2016;TRL-_l;20;0;150;0.15;0.127;0;;;;;
08.08.2016;TRL-_l;25;0;151.2;0.1512;0.127;0.127;;;;;
08.08.2016;TRL-_l;5;5;158;0.158;0.158;0;;;;;
08.08.2016;TRL-_l;65;0;599;0.599;0.158;0;;;;;
08.08.2016;TRL-_l;50;0;804;0.804;0.158;0.158;;;;;
08.08.2016;TRL-_l;100;0;999;0.999;0.158;0.158;;;;;
08.08.2016;TRL-_l;25;0;1000;1;0.158;0.158;;;;;
08.08.2016;TRL-_l;8;0;2399;2.399;0.158;0.158;;;;;
08.08.2016;TRL-_l;20;0;3969;3.969;0.158;0.158;;;;;
08.08.2016;TRL-_l;60;0;9999;9.999;0.158;0.158;;;;;
15.08.2016;TRL-_l;10;10;74;0.074;0.158;0.158;;;;;
15.08.2016;TRL-_l;5;5;74;0.074;0.074;0;;;;;
15.08.2016;TRL-_l;15;15;74;0.074;0.074;0;;;;;
15.08.2016;TRL-_l;13;13;88;0.088;0.088;0;;;;;
15.08.2016;TRL-_l;29;29;98;0.098;0.098;0;;;;;
15.08.2016;TRL-_l;6;6;98;0.098;0.098;0;;;;;
15.08.2016;TRL-_l;16;16;106;0.106;0.106;0;;;;;
15.08.2016;TRL-_l;7;7;108;0.108;0.108;0;;;;;
15.08.2016;TRL-_l;8;8;116;0.116;0.116;0;;;;;
15.08.2016;TRL-_l;20;20;117.6;0.1176;0.1176;0;;;;;
15.08.2016;TRL-_l;20;20;125;0.125;0.125;0;;;;;
15.08.2016;TRL-_l;75;25;128;0.128;0.128;0;;;;;
15.08.2016;TRL-_l;5;5;137;0.137;0.137;0;;;;;
15.08.2016;TRL-_l;5;0;147;0.147;0.137;0;;;;;
15.08.2016;TRL-_l;5;0;149;0.149;0.137;0.137;;;;;
15.08.2016;TRL-_l;25;0;151.2;0.1512;0.137;0.137;;;;;
15.08.2016;TRL-_l;5;0;156;0.156;0.137;0.137;;;;;
15.08.2016;TRL-_l;5;0;200;0.2;0.137;0.137;;;;;
15.08.2016;TRL-_l;10;0;400;0.4;0.137;0.137;;;;;
15.08.2016;TRL-_l;65;0;599;0.599;0.137;0.137;;;;;
15.08.2016;TRL-_l;50;0;811;0.811;0.137;0.137;;;;;
15.08.2016;TRL-_l;25;0;840;0.84;0.137;0.137;;;;;
15.08.2016;TRL-_l;100;0;999;0.999;0.137;0.137;;;;;
15.08.2016;TRL-_l;8;0;1566;1.566;0.137;0.137;;;;;
15.08.2016;TRL-_l;25;0;2200;2.2;0.137;0.137;;;;;
15.08.2016;TRL-_l;20;0;3976;3.976;0.137;0.137;;;;;
15.08.2016;TRL-_l;60;0;9999;9.999;0.137;0.137;;;;;
22.08.2016;TRL-_l;10;10;74;0.074;0.137;0.137;;;;;
22.08.2016;TRL-_l;10;10;77;0.077;0.077;0;;;;;
22.08.2016;TRL-_l;5;5;84;0.084;0.084;0;;;;;
22.08.2016;TRL-_l;12;12;98;0.098;0.098;0;;;;;
22.08.2016;TRL-_l;18;18;106;0.106;0.106;0;;;;;
22.08.2016;TRL-_l;5;5;114;0.114;0.114;0;;;;;
22.08.2016;TRL-_l;20;20;117.6;0.1176;0.1176;0;;;;;
22.08.2016;TRL-_l;13;13;117.6;0.1176;0.1176;0;;;;;
22.08.2016;TRL-_l;20;20;140;0.14;0.14;0;;;;;
22.08.2016;TRL-_l;25;25;151.2;0.1512;0.1512;0;;;;;
22.08.2016;TRL-_l;7;7;216;0.216;0.216;0;;;;;
22.08.2016;TRL-_l;5;5;248;0.248;0.248;0;;;;;
22.08.2016;TRL-_l;75;30;259;0.259;0.259;0;;;;;
22.08.2016;TRL-_l;5;5;274;0.274;0.274;0;;;;;
22.08.2016;TRL-_l;5;5;297;0.297;0.297;0;;;;;
22.08.2016;TRL-_l;5;0;348;0.348;0.297;0;;;;;
22.08.2016;TRL-_l;8;0;555;0.555;0.297;0.297;;;;;
22.08.2016;TRL-_l;10;0;580;0.58;0.297;0.297;;;;;
22.08.2016;TRL-_l;10;0;785;0.785;0.297;0.297;;;;;
22.08.2016;TRL-_l;65;0;888;0.888;0.297;0.297;;;;;
22.08.2016;TRL-_l;50;0;932;0.932;0.297;0.297;;;;;
22.08.2016;TRL-_l;10;0;999;0.999;0.297;0.297;;;;;
22.08.2016;TRL-_l;100;0;999;0.999;0.297;0.297;;;;;
22.08.2016;TRL-_l;20;0;3976;3.976;0.297;0.297;;;;;
22.08.2016;TRL-_l;10;0;4322;4.322;0.297;0.297;;;;;
22.08.2016;TRL-_l;10;0;8977;8.977;0.297;0.297;;;;;
22.08.2016;TRL-_l;10;0;9999;9.999;0.297;0.297;;;;;
29.08.2016;TRL-_l;10;10;100;0.1;0.297;0.297;;;;;
29.08.2016;TRL-_l;10;10;105;0.105;0.105;0;;;;;
29.08.2016;TRL-_l;5;5;110;0.11;0.11;0;;;;;
29.08.2016;TRL-_l;6;6;129.6;0.1296;0.1296;0;;;;;
29.08.2016;TRL-_l;20;20;134.4;0.1344;0.1344;0;;;;;
29.08.2016;TRL-_l;10;10;168;0.168;0.168;0;;;;;
29.08.2016;TRL-_l;12;12;180;0.18;0.18;0;;;;;
29.08.2016;TRL-_l;15;15;180;0.18;0.18;0;;;;;
29.08.2016;TRL-_l;10;10;201.6;0.2016;0.2016;0;;;;;
29.08.2016;TRL-_l;14;14;210;0.21;0.21;0;;;;;
29.08.2016;TRL-_l;22;22;240;0.24;0.24;0;;;;;
29.08.2016;TRL-_l;6;6;328;0.328;0.328;0;;;;;
29.08.2016;TRL-_l;50;50;333;0.333;0.333;0;;;;;
29.08.2016;TRL-_l;5;5;368;0.368;0.368;0;;;;;
29.08.2016;TRL-_l;75;25;393;0.393;0.393;0;;;;;
29.08.2016;TRL-_l;5;5;399;0.399;0.399;0;;;;;
29.08.2016;TRL-_l;5;0;422;0.422;0.399;0;;;;;
29.08.2016;TRL-_l;5;0;547.68;0.54768;0.399;0.399;;;;;
29.08.2016;TRL-_l;65;0;888;0.888;0.399;0.399;;;;;
29.08.2016;TRL-_l;25;0;999;0.999;0.399;0.399;;;;;
29.08.2016;TRL-_l;100;0;999;0.999;0.399;0.399;;;;;
29.08.2016;TRL-_l;50;0;1076;1.076;0.399;0.399;;;;;
29.08.2016;TRL-_l;10;0;1399;1.399;0.399;0.399;;;;;
29.08.2016;TRL-_l;10;0;1499;1.499;0.399;0.399;;;;;
29.08.2016;TRL-_l;25;0;2399;2.399;0.399;0.399;;;;;
29.08.2016;TRL-_l;20;0;4120;4.12;0.399;0.399;;;;;
29.08.2016;TRL-_l;60;0;99999;99.999;0.399;0.399;;;;;
05.09.2016;TRL-_l;10;10;167;0.167;0.399;0.399;;;;;
05.09.2016;TRL-_l;10;10;187;0.187;0.187;0;;;;;
05.09.2016;TRL-_l;5;5;205;0.205;0.205;0;;;;;
05.09.2016;TRL-_l;5;5;217;0.217;0.217;0;;;;;
05.09.2016;TRL-_l;5;5;238;0.238;0.238;0;;;;;
05.09.2016;TRL-_l;5;5;267;0.267;0.267;0;;;;;
05.09.2016;TRL-_l;11;11;267;0.267;0.267;0;;;;;
05.09.2016;TRL-_l;7;7;295;0.295;0.295;0;;;;;
05.09.2016;TRL-_l;50;50;299;0.299;0.299;0;;;;;
05.09.2016;TRL-_l;10;10;300;0.3;0.3;0;;;;;
05.09.2016;TRL-_l;10;10;302.4;0.3024;0.3024;0;;;;;
05.09.2016;TRL-_l;11;11;310.8;0.3108;0.3108;0;;;;;
05.09.2016;TRL-_l;20;20;319.2;0.3192;0.3192;0;;;;;
05.09.2016;TRL-_l;5;5;329;0.329;0.329;0;;;;;
05.09.2016;TRL-_l;75;30;335;0.335;0.335;0;;;;;
05.09.2016;TRL-_l;10;10;369.6;0.3696;0.3696;0;;;;;
05.09.2016;TRL-_l;5;5;388;0.388;0.388;0;;;;;
05.09.2016;TRL-_l;5;0;549;0.549;0.388;0;;;;;
