Tertiary control power Daily;;;;;;;;
;;;;;;;;
Date;Time;Description;Power offered MW;Power allocated MW;Price CHF/MW;;;
26.02.2016;08:00 - 12:00;TRL-_s_08-12;5;5;2.8;0.0028;0.0028;0.0028
26.02.2016;08:00 - 12:00;TRL-_s_08-12;75;50;2.85;0.00285;0.00285;0.00285
26.02.2016;08:00 - 12:00;TRL-_s_08-12;8;8;2.9;0.0029;0.0029;0.0029
26.02.2016;08:00 - 12:00;TRL-_s_08-12;25;0;3.9;0.0039;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;20;0;4;0.004;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;10;0;4;0.004;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;25;0;7;0.007;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;10;0;10;0.01;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;5;0;13;0.013;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;8;0;20;0.02;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;90;0;22;0.022;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;20;0;40;0.04;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;15;0;455;0.455;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.0029;0
26.02.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.0029;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;5;5;3;0.003;0.003;0.003
26.02.2016;12:00 - 16:00;TRL-_s_12-16;10;10;3;0.003;0.003;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;75;53;3.38;0.00338;0.00338;0.00338
26.02.2016;12:00 - 16:00;TRL-_s_12-16;5;5;3.5;0.0035;0.0035;0.0035
26.02.2016;12:00 - 16:00;TRL-_s_12-16;8;8;3.8;0.0038;0.0038;0.0038
26.02.2016;12:00 - 16:00;TRL-_s_12-16;10;0;4;0.004;0.0038;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;20;20;4;0.004;0.004;0.004
26.02.2016;12:00 - 16:00;TRL-_s_12-16;75;50;4.35;0.00435;0.00435;0.00435
26.02.2016;12:00 - 16:00;TRL-_s_12-16;25;0;5.9;0.0059;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;10;0;10;0.01;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;8;0;11;0.011;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;25;0;12;0.012;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;5;0;15.8;0.0158;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;5;0;17;0.017;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;90;0;22;0.022;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;20;0;40;0.04;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;15;0;455;0.455;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;65;0;555;0.555;0.00435;0
26.02.2016;12:00 - 16:00;TRL-_s_12-16;65;0;1111;1.111;0.00435;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;5;5;2;0.002;0.002;0.002
26.02.2016;16:00 - 20:00;TRL-_s_16-20;75;71;2.56;0.00256;0.00256;0.00256
26.02.2016;16:00 - 20:00;TRL-_s_16-20;10;10;2.7;0.0027;0.0027;0.0027
26.02.2016;16:00 - 20:00;TRL-_s_16-20;5;5;2.8;0.0028;0.0028;0.0028
26.02.2016;16:00 - 20:00;TRL-_s_16-20;10;10;3;0.003;0.003;0.003
26.02.2016;16:00 - 20:00;TRL-_s_16-20;75;50;3.25;0.00325;0.00325;0.00325
26.02.2016;16:00 - 20:00;TRL-_s_16-20;10;0;4;0.004;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;20;0;4;0.004;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;25;0;5.2;0.0052;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;10;0;10;0.01;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;25;0;12;0.012;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;5;0;18;0.018;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;90;0;19;0.019;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;8;0;20;0.02;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;20;0;40;0.04;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;15;0;211;0.211;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;8;0;400;0.4;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;65;0;1111;1.111;0.00325;0
26.02.2016;16:00 - 20:00;TRL-_s_16-20;65;0;1234;1.234;0.00325;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;10;10;2;0.002;0.002;0.002
26.02.2016;20:00 - 00:00;TRL-_s_20-24;10;10;3;0.003;0.003;0.003
26.02.2016;20:00 - 00:00;TRL-_s_20-24;10;10;3;0.003;0.003;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;5;0;3;0.003;0.003;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;20;20;4;0.004;0.004;0.004
26.02.2016;20:00 - 00:00;TRL-_s_20-24;75;50;4.25;0.00425;0.00425;0.00425
26.02.2016;20:00 - 00:00;TRL-_s_20-24;75;50;4.85;0.00485;0.00485;0.00485
26.02.2016;20:00 - 00:00;TRL-_s_20-24;25;0;6.5;0.0065;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;10;0;13;0.013;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;8;0;17;0.017;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;5;0;17.2;0.0172;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;5;0;18;0.018;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;90;0;32;0.032;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;20;0;40;0.04;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;8;0;400;0.4;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;15;0;455;0.455;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;65;0;500;0.5;0.00485;0
26.02.2016;20:00 - 00:00;TRL-_s_20-24;65;0;1234;1.234;0.00485;0
27.02.2016;00:00 - 04:00;TRL-_s_00-04;5;5;5.8;0.0058;0.0058;0.0058
27.02.2016;00:00 - 04:00;TRL-_s_00-04;5;5;9;0.009;0.009;0.009
27.02.2016;00:00 - 04:00;TRL-_s_00-04;8;8;9.5;0.0095;0.0095;0.0095
27.02.2016;00:00 - 04:00;TRL-_s_00-04;65;65;10.5;0.0105;0.0105;0.0105
27.02.2016;00:00 - 04:00;TRL-_s_00-04;10;10;12;0.012;0.012;0.012
27.02.2016;00:00 - 04:00;TRL-_s_00-04;10;10;14;0.014;0.014;0.014
27.02.2016;00:00 - 04:00;TRL-_s_00-04;10;10;15;0.015;0.015;0.015
27.02.2016;00:00 - 04:00;TRL-_s_00-04;100;13;20.19;0.02019;0.02019;0.02019
27.02.2016;00:00 - 04:00;TRL-_s_00-04;100;0;24;0.024;0.02019;0
27.02.2016;00:00 - 04:00;TRL-_s_00-04;20;0;36;0.036;0.02019;0
27.02.2016;00:00 - 04:00;TRL-_s_00-04;8;0;37;0.037;0.02019;0
27.02.2016;00:00 - 04:00;TRL-_s_00-04;20;0;60;0.06;0.02019;0
27.02.2016;00:00 - 04:00;TRL-_s_00-04;90;0;95;0.095;0.02019;0
27.02.2016;00:00 - 04:00;TRL-_s_00-04;25;0;99;0.099;0.02019;0
27.02.2016;00:00 - 04:00;TRL-_s_00-04;30;0;455;0.455;0.02019;0
27.02.2016;00:00 - 04:00;TRL-_s_00-04;65;0;500;0.5;0.02019;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;8;8;9.5;0.0095;0.0095;0.0095
27.02.2016;04:00 - 08:00;TRL-_s_04-08;5;5;10;0.01;0.01;0.01
27.02.2016;04:00 - 08:00;TRL-_s_04-08;65;65;10.5;0.0105;0.0105;0.0105
27.02.2016;04:00 - 08:00;TRL-_s_04-08;10;10;12;0.012;0.012;0.012
27.02.2016;04:00 - 08:00;TRL-_s_04-08;5;0;12.2;0.0122;0.012;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;100;50;15.85;0.01585;0.01585;0.01585
27.02.2016;04:00 - 08:00;TRL-_s_04-08;10;0;18;0.018;0.01585;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;10;0;20;0.02;0.01585;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;20;0;36;0.036;0.01585;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;100;0;40;0.04;0.01585;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;8;0;48;0.048;0.01585;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;90;0;59;0.059;0.01585;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;20;0;60;0.06;0.01585;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;25;0;114;0.114;0.01585;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;30;0;455;0.455;0.01585;0
27.02.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.01585;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;8;8;1.7;0.0017;0.0017;0.0017
27.02.2016;08:00 - 12:00;TRL-_s_08-12;65;65;1.8;0.0018;0.0018;0.0018
27.02.2016;08:00 - 12:00;TRL-_s_08-12;5;5;2;0.002;0.002;0.002
27.02.2016;08:00 - 12:00;TRL-_s_08-12;100;72;2.07;0.00207;0.00207;0.00207
27.02.2016;08:00 - 12:00;TRL-_s_08-12;5;0;3.9;0.0039;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;10;0;4;0.004;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;10;0;5;0.005;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;10;0;10;0.01;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;20;0;12;0.012;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;100;0;18;0.018;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;20;0;20;0.02;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;90;0;22;0.022;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;25;0;29.7;0.0297;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;8;0;40;0.04;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;30;0;455;0.455;0.00207;0
27.02.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.00207;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;8;8;2.8;0.0028;0.0028;0.0028
27.02.2016;12:00 - 16:00;TRL-_s_12-16;5;5;3;0.003;0.003;0.003
27.02.2016;12:00 - 16:00;TRL-_s_12-16;65;65;3;0.003;0.003;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;100;72;4.46;0.00446;0.00446;0.00446
27.02.2016;12:00 - 16:00;TRL-_s_12-16;10;0;5;0.005;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;10;0;6;0.006;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;5;0;7.9;0.0079;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;10;0;10;0.01;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;100;0;10;0.01;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;5;0;19.8;0.0198;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;20;0;20;0.02;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;20;0;20;0.02;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;90;0;22;0.022;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;8;0;54;0.054;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;25;0;60;0.06;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;30;0;455;0.455;0.00446;0
27.02.2016;12:00 - 16:00;TRL-_s_12-16;65;0;1111;1.111;0.00446;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;8;8;1.9;0.0019;0.0019;0.0019
27.02.2016;16:00 - 20:00;TRL-_s_16-20;5;5;2;0.002;0.002;0.002
27.02.2016;16:00 - 20:00;TRL-_s_16-20;65;65;2.2;0.0022;0.0022;0.0022
27.02.2016;16:00 - 20:00;TRL-_s_16-20;100;72;2.96;0.00296;0.00296;0.00296
27.02.2016;16:00 - 20:00;TRL-_s_16-20;5;0;3.5;0.0035;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;10;0;4;0.004;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;5;0;4.8;0.0048;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;10;0;5;0.005;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;10;0;10;0.01;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;20;0;12;0.012;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;90;0;19;0.019;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;20;0;20;0.02;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;100;0;32;0.032;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;25;0;33;0.033;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;8;0;40;0.04;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;30;0;211;0.211;0.00296;0
27.02.2016;16:00 - 20:00;TRL-_s_16-20;65;0;1111;1.111;0.00296;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;8;8;2;0.002;0.002;0.002
27.02.2016;20:00 - 00:00;TRL-_s_20-24;5;5;3;0.003;0.003;0.003
27.02.2016;20:00 - 00:00;TRL-_s_20-24;65;65;3.2;0.0032;0.0032;0.0032
27.02.2016;20:00 - 00:00;TRL-_s_20-24;5;5;3.6;0.0036;0.0036;0.0036
27.02.2016;20:00 - 00:00;TRL-_s_20-24;100;67;4.37;0.00437;0.00437;0.00437
27.02.2016;20:00 - 00:00;TRL-_s_20-24;10;0;5;0.005;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;10;0;5;0.005;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;10;0;5;0.005;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;20;0;20;0.02;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;20;0;20;0.02;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;100;0;30;0.03;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;90;0;32;0.032;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;8;0;37;0.037;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;25;0;39;0.039;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;30;0;455;0.455;0.00437;0
27.02.2016;20:00 - 00:00;TRL-_s_20-24;65;0;500;0.5;0.00437;0
28.02.2016;00:00 - 04:00;TRL-_s_00-04;5;5;11.2;0.0112;0.0112;0.0112
28.02.2016;00:00 - 04:00;TRL-_s_00-04;5;5;12;0.012;0.012;0.012
28.02.2016;00:00 - 04:00;TRL-_s_00-04;10;10;16;0.016;0.016;0.016
28.02.2016;00:00 - 04:00;TRL-_s_00-04;8;8;17;0.017;0.017;0.017
28.02.2016;00:00 - 04:00;TRL-_s_00-04;10;10;18;0.018;0.018;0.018
28.02.2016;00:00 - 04:00;TRL-_s_00-04;20;20;20;0.02;0.02;0.02
28.02.2016;00:00 - 04:00;TRL-_s_00-04;65;65;25.5;0.0255;0.0255;0.0255
28.02.2016;00:00 - 04:00;TRL-_s_00-04;10;10;30;0.03;0.03;0.03
28.02.2016;00:00 - 04:00;TRL-_s_00-04;8;0;37;0.037;0.03;0
28.02.2016;00:00 - 04:00;TRL-_s_00-04;20;0;48;0.048;0.03;0
28.02.2016;00:00 - 04:00;TRL-_s_00-04;90;0;95;0.095;0.03;0
28.02.2016;00:00 - 04:00;TRL-_s_00-04;25;0;153;0.153;0.03;0
28.02.2016;00:00 - 04:00;TRL-_s_00-04;100;0;190;0.19;0.03;0
28.02.2016;00:00 - 04:00;TRL-_s_00-04;100;0;200;0.2;0.03;0
28.02.2016;00:00 - 04:00;TRL-_s_00-04;50;0;455;0.455;0.03;0
28.02.2016;00:00 - 04:00;TRL-_s_00-04;65;0;500;0.5;0.03;0
28.02.2016;00:00 - 04:00;TRL-_s_00-04;50;0;600;0.6;0.03;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;5;5;9;0.009;0.009;0.009
28.02.2016;04:00 - 08:00;TRL-_s_04-08;100;50;14.25;0.01425;0.01425;0.01425
28.02.2016;04:00 - 08:00;TRL-_s_04-08;5;5;14.9;0.0149;0.0149;0.0149
28.02.2016;04:00 - 08:00;TRL-_s_04-08;10;10;15;0.015;0.015;0.015
28.02.2016;04:00 - 08:00;TRL-_s_04-08;10;10;16;0.016;0.016;0.016
28.02.2016;04:00 - 08:00;TRL-_s_04-08;8;8;23;0.023;0.023;0.023
28.02.2016;04:00 - 08:00;TRL-_s_04-08;100;50;26.85;0.02685;0.02685;0.02685
28.02.2016;04:00 - 08:00;TRL-_s_04-08;10;0;30;0.03;0.02685;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;8;0;48;0.048;0.02685;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;20;0;48;0.048;0.02685;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;90;0;59;0.059;0.02685;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;20;0;60;0.06;0.02685;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;25;0;375;0.375;0.02685;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;100;0;455;0.455;0.02685;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.02685;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.02685;0
28.02.2016;04:00 - 08:00;TRL-_s_04-08;100;0;1005;1.005;0.02685;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;5;5;2;0.002;0.002;0.002
28.02.2016;08:00 - 12:00;TRL-_s_08-12;10;10;6;0.006;0.006;0.006
28.02.2016;08:00 - 12:00;TRL-_s_08-12;5;5;6.5;0.0065;0.0065;0.0065
28.02.2016;08:00 - 12:00;TRL-_s_08-12;8;8;10.5;0.0105;0.0105;0.0105
28.02.2016;08:00 - 12:00;TRL-_s_08-12;65;65;14.5;0.0145;0.0145;0.0145
28.02.2016;08:00 - 12:00;TRL-_s_08-12;10;0;15;0.015;0.0145;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;100;50;16.35;0.01635;0.01635;0.01635
28.02.2016;08:00 - 12:00;TRL-_s_08-12;90;0;22;0.022;0.01635;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;10;0;30;0.03;0.01635;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;8;0;40;0.04;0.01635;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;20;0;40;0.04;0.01635;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;20;0;60;0.06;0.01635;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;25;0;120;0.12;0.01635;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;100;0;305;0.305;0.01635;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;100;0;455;0.455;0.01635;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.01635;0
28.02.2016;08:00 - 12:00;TRL-_s_08-12;100;0;1005;1.005;0.01635;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;5;5;2;0.002;0.002;0.002
28.02.2016;12:00 - 16:00;TRL-_s_12-16;5;5;2.8;0.0028;0.0028;0.0028
28.02.2016;12:00 - 16:00;TRL-_s_12-16;10;10;6;0.006;0.006;0.006
28.02.2016;12:00 - 16:00;TRL-_s_12-16;5;5;10.3;0.0103;0.0103;0.0103
28.02.2016;12:00 - 16:00;TRL-_s_12-16;8;8;14.5;0.0145;0.0145;0.0145
28.02.2016;12:00 - 16:00;TRL-_s_12-16;90;90;22;0.022;0.022;0.022
28.02.2016;12:00 - 16:00;TRL-_s_12-16;10;10;25;0.025;0.025;0.025
28.02.2016;12:00 - 16:00;TRL-_s_12-16;10;0;30;0.03;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;20;0;40;0.04;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;8;0;54;0.054;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;20;0;60;0.06;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;25;0;180;0.18;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;100;0;455;0.455;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;100;0;469;0.469;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;65;0;555;0.555;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;100;0;608;0.608;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;100;0;1005;1.005;0.025;0
28.02.2016;12:00 - 16:00;TRL-_s_12-16;65;0;1111;1.111;0.025;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;5;5;2;0.002;0.002;0.002
28.02.2016;16:00 - 20:00;TRL-_s_16-20;8;8;5;0.005;0.005;0.005
28.02.2016;16:00 - 20:00;TRL-_s_16-20;10;10;5;0.005;0.005;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;100;54;5.64;0.00564;0.00564;0.00564
28.02.2016;16:00 - 20:00;TRL-_s_16-20;65;65;6.9;0.0069;0.0069;0.0069
28.02.2016;16:00 - 20:00;TRL-_s_16-20;10;0;8;0.008;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;90;0;19;0.019;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;10;0;20;0.02;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;20;0;28;0.028;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;20;0;30;0.03;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;8;0;40;0.04;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;25;0;60;0.06;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;100;0;75;0.075;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;100;0;211;0.211;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;100;0;1005;1.005;0.0069;0
28.02.2016;16:00 - 20:00;TRL-_s_16-20;65;0;1111;1.111;0.0069;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;5;5;2;0.002;0.002;0.002
28.02.2016;20:00 - 00:00;TRL-_s_20-24;10;10;7;0.007;0.007;0.007
28.02.2016;20:00 - 00:00;TRL-_s_20-24;8;8;7.5;0.0075;0.0075;0.0075
28.02.2016;20:00 - 00:00;TRL-_s_20-24;100;51;8.7;0.0087;0.0087;0.0087
28.02.2016;20:00 - 00:00;TRL-_s_20-24;10;0;9;0.009;0.0087;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;65;65;9.5;0.0095;0.0095;0.0095
28.02.2016;20:00 - 00:00;TRL-_s_20-24;10;0;10;0.01;0.0095;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;20;0;28;0.028;0.0095;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;90;0;32;0.032;0.0095;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;8;0;37;0.037;0.0095;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;20;0;40;0.04;0.0095;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;25;0;114;0.114;0.0095;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;100;0;305;0.305;0.0095;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;100;0;455;0.455;0.0095;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;65;0;500;0.5;0.0095;0
28.02.2016;20:00 - 00:00;TRL-_s_20-24;100;0;1005;1.005;0.0095;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;5;5;8.9;0.0089;0.0089;0.0089
29.02.2016;00:00 - 04:00;TRL-_s_00-04;10;10;12;0.012;0.012;0.012
29.02.2016;00:00 - 04:00;TRL-_s_00-04;100;100;14;0.014;0.014;0.014
29.02.2016;00:00 - 04:00;TRL-_s_00-04;7;7;17;0.017;0.017;0.017
29.02.2016;00:00 - 04:00;TRL-_s_00-04;5;5;18;0.018;0.018;0.018
29.02.2016;00:00 - 04:00;TRL-_s_00-04;10;0;19;0.019;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;10;0;19;0.019;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;75;0;28;0.028;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;15;0;28;0.028;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;90;0;40;0.04;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;10;0;65;0.065;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;25;0;75.1;0.0751;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;20;0;80;0.08;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;10;0;85;0.085;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;20;0;455;0.455;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;65;0;500;0.5;0.018;0
29.02.2016;00:00 - 04:00;TRL-_s_00-04;65;0;500;0.5;0.018;0
29.02.2016;04:00 - 08:00;TRL-_s_04-08;5;5;9.1;0.0091;0.0091;0.0091
29.02.2016;04:00 - 08:00;TRL-_s_04-08;10;10;12;0.012;0.012;0.012
29.02.2016;04:00 - 08:00;TRL-_s_04-08;100;62;12.61;0.01261;0.01261;0.01261
29.02.2016;04:00 - 08:00;TRL-_s_04-08;7;7;14;0.014;0.014;0.014
29.02.2016;04:00 - 08:00;TRL-_s_04-08;75;50;14.35;0.01435;0.01435;0.01435
29.02.2016;04:00 - 08:00;TRL-_s_04-08;10;10;15;0.015;0.015;0.015
29.02.2016;04:00 - 08:00;TRL-_s_04-08;5;0;18;0.018;0.015;0
29.02.2016;04:00 - 08:00;TRL-_s_04-08;15;0;28;0.028;0.015;0
29.02.2016;04:00 - 08:00;TRL-_s_04-08;10;0;39;0.039;0.015;0
29.02.2016;04:00 - 08:00;TRL-_s_04-08;10;0;40;0.04;0.015;0
29.02.2016;04:00 - 08:00;TRL-_s_04-08;90;0;44;0.044;0.015;0
29.02.2016;04:00 - 08:00;TRL-_s_04-08;10;0;59;0.059;0.015;0
29.02.2016;04:00 - 08:00;TRL-_s_04-08;25;0;73.14;0.07314;0.015;0
29.02.2016;04:00 - 08:00;TRL-_s_04-08;20;0;80;0.08;0.015;0
