Tertiary control power Daily;;;;;;;;
;;;;;;;;
Date;Time;Description;Power offered MW;Power allocated MW;Price CHF/MW;;;
01.01.2016;00:00 - 04:00;TRL-_s_00-04;5;0;55;0.055;0.055;0.055
01.01.2016;00:00 - 04:00;TRL-_s_00-04;10;10;65;0.065;0.065;0.065
01.01.2016;00:00 - 04:00;TRL-_s_00-04;65;65;66;0.066;0.066;0.066
01.01.2016;00:00 - 04:00;TRL-_s_00-04;59;59;78;0.078;0.078;0.078
01.01.2016;00:00 - 04:00;TRL-_s_00-04;10;10;80;0.08;0.08;0.08
01.01.2016;00:00 - 04:00;TRL-_s_00-04;70;0;129;0.129;0.08;0
01.01.2016;00:00 - 04:00;TRL-_s_00-04;20;0;130;0.13;0.08;0
01.01.2016;00:00 - 04:00;TRL-_s_00-04;80;0;178;0.178;0.08;0
01.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;200;0.2;0.08;0
01.01.2016;00:00 - 04:00;TRL-_s_00-04;10;0;200;0.2;0.08;0
01.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;250;0.25;0.08;0
01.01.2016;00:00 - 04:00;TRL-_s_00-04;80;0;349;0.349;0.08;0
01.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;350;0.35;0.08;0
01.01.2016;00:00 - 04:00;TRL-_s_00-04;18;0;400;0.4;0.08;0
01.01.2016;00:00 - 04:00;TRL-_s_00-04;35;0;1234;1.234;0.08;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;10;10;65;0.065;0.065;0.065
01.01.2016;04:00 - 08:00;TRL-_s_04-08;5;5;65;0.065;0.065;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;59;59;88;0.088;0.088;0.088
01.01.2016;04:00 - 08:00;TRL-_s_04-08;10;10;90;0.09;0.09;0.09
01.01.2016;04:00 - 08:00;TRL-_s_04-08;65;65;96;0.096;0.096;0.096
01.01.2016;04:00 - 08:00;TRL-_s_04-08;20;0;130;0.13;0.096;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;70;0;139;0.139;0.096;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;80;0;189;0.189;0.096;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;10;0;200;0.2;0.096;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;200;0.2;0.096;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;250;0.25;0.096;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;350;0.35;0.096;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;80;0;359;0.359;0.096;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;18;0;400;0.4;0.096;0
01.01.2016;04:00 - 08:00;TRL-_s_04-08;35;0;1234;1.234;0.096;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;5;5;30;0.03;0.03;0.03
01.01.2016;08:00 - 12:00;TRL-_s_08-12;10;10;48;0.048;0.048;0.048
01.01.2016;08:00 - 12:00;TRL-_s_08-12;5;5;51;0.051;0.051;0.051
01.01.2016;08:00 - 12:00;TRL-_s_08-12;59;59;59;0.059;0.059;0.059
01.01.2016;08:00 - 12:00;TRL-_s_08-12;65;65;69;0.069;0.069;0.069
01.01.2016;08:00 - 12:00;TRL-_s_08-12;10;0;75;0.075;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;20;0;90;0.09;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;70;0;119;0.119;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;200;0.2;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;10;0;200;0.2;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;80;0;209;0.209;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;250;0.25;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;80;0;339;0.339;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;350;0.35;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;18;0;400;0.4;0.069;0
01.01.2016;08:00 - 12:00;TRL-_s_08-12;35;0;1234;1.234;0.069;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;10;10;48;0.048;0.048;0.048
01.01.2016;12:00 - 16:00;TRL-_s_12-16;5;5;53;0.053;0.053;0.053
01.01.2016;12:00 - 16:00;TRL-_s_12-16;65;65;58;0.058;0.058;0.058
01.01.2016;12:00 - 16:00;TRL-_s_12-16;59;59;62;0.062;0.062;0.062
01.01.2016;12:00 - 16:00;TRL-_s_12-16;10;10;75;0.075;0.075;0.075
01.01.2016;12:00 - 16:00;TRL-_s_12-16;20;0;90;0.09;0.075;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;70;0;129;0.129;0.075;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;80;0;166;0.166;0.075;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;200;0.2;0.075;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;10;0;200;0.2;0.075;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;250;0.25;0.075;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;80;0;349;0.349;0.075;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;350;0.35;0.075;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;18;0;400;0.4;0.075;0
01.01.2016;12:00 - 16:00;TRL-_s_12-16;35;0;1234;1.234;0.075;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;5;5;28.8;0.0288;0.0288;0.0288
01.01.2016;16:00 - 20:00;TRL-_s_16-20;5;5;30;0.03;0.03;0.03
01.01.2016;16:00 - 20:00;TRL-_s_16-20;5;5;40;0.04;0.04;0.04
01.01.2016;16:00 - 20:00;TRL-_s_16-20;65;65;46;0.046;0.046;0.046
01.01.2016;16:00 - 20:00;TRL-_s_16-20;59;59;48;0.048;0.048;0.048
01.01.2016;16:00 - 20:00;TRL-_s_16-20;10;10;48;0.048;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;10;0;75;0.075;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;20;0;90;0.09;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;70;0;119;0.119;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;200;0.2;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;10;0;200;0.2;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;250;0.25;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;80;0;288;0.288;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;80;0;339;0.339;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;350;0.35;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;18;0;400;0.4;0.048;0
01.01.2016;16:00 - 20:00;TRL-_s_16-20;35;0;1234;1.234;0.048;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;10;10;45;0.045;0.045;0.045
01.01.2016;20:00 - 00:00;TRL-_s_20-24;5;5;49;0.049;0.049;0.049
01.01.2016;20:00 - 00:00;TRL-_s_20-24;65;65;53;0.053;0.053;0.053
01.01.2016;20:00 - 00:00;TRL-_s_20-24;10;10;55;0.055;0.055;0.055
01.01.2016;20:00 - 00:00;TRL-_s_20-24;59;59;64;0.064;0.064;0.064
01.01.2016;20:00 - 00:00;TRL-_s_20-24;20;0;75;0.075;0.064;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;70;0;124;0.124;0.064;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;80;0;188;0.188;0.064;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;10;0;200;0.2;0.064;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;15;0;200;0.2;0.064;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;25;0;250;0.25;0.064;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;80;0;344;0.344;0.064;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;25;0;350;0.35;0.064;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;18;0;400;0.4;0.064;0
01.01.2016;20:00 - 00:00;TRL-_s_20-24;35;0;1234;1.234;0.064;0
02.01.2016;00:00 - 04:00;TRL-_s_00-04;5;5;55;0.055;0.055;0.055
02.01.2016;00:00 - 04:00;TRL-_s_00-04;70;30;63;0.063;0.063;0.063
02.01.2016;00:00 - 04:00;TRL-_s_00-04;10;10;70;0.07;0.07;0.07
02.01.2016;00:00 - 04:00;TRL-_s_00-04;80;40;73;0.073;0.073;0.073
02.01.2016;00:00 - 04:00;TRL-_s_00-04;59;59;78;0.078;0.078;0.078
02.01.2016;00:00 - 04:00;TRL-_s_00-04;10;0;80;0.08;0.078;0
02.01.2016;00:00 - 04:00;TRL-_s_00-04;20;0;130;0.13;0.078;0
02.01.2016;00:00 - 04:00;TRL-_s_00-04;80;0;178;0.178;0.078;0
02.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;200;0.2;0.078;0
02.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;250;0.25;0.078;0
02.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;350;0.35;0.078;0
02.01.2016;00:00 - 04:00;TRL-_s_00-04;65;0;1111;1.111;0.078;0
02.01.2016;00:00 - 04:00;TRL-_s_00-04;35;0;1234;1.234;0.078;0
02.01.2016;04:00 - 08:00;TRL-_s_04-08;5;5;65;0.065;0.065;0.065
02.01.2016;04:00 - 08:00;TRL-_s_04-08;70;31;68.78;0.06878;0.06878;0.06878
02.01.2016;04:00 - 08:00;TRL-_s_04-08;10;10;75;0.075;0.075;0.075
02.01.2016;04:00 - 08:00;TRL-_s_04-08;80;40;84;0.084;0.084;0.084
02.01.2016;04:00 - 08:00;TRL-_s_04-08;59;59;88;0.088;0.088;0.088
02.01.2016;04:00 - 08:00;TRL-_s_04-08;10;0;90;0.09;0.088;0
02.01.2016;04:00 - 08:00;TRL-_s_04-08;20;0;130;0.13;0.088;0
02.01.2016;04:00 - 08:00;TRL-_s_04-08;80;0;189;0.189;0.088;0
02.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;200;0.2;0.088;0
02.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;250;0.25;0.088;0
02.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;350;0.35;0.088;0
02.01.2016;04:00 - 08:00;TRL-_s_04-08;65;0;1111;1.111;0.088;0
02.01.2016;04:00 - 08:00;TRL-_s_04-08;35;0;1234;1.234;0.088;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;5;0;51;0.051;0.088;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;70;39;55;0.055;0.055;0.055
02.01.2016;08:00 - 12:00;TRL-_s_08-12;10;0;55;0.055;0.055;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;59;59;59;0.059;0.059;0.059
02.01.2016;08:00 - 12:00;TRL-_s_08-12;65;65;64;0.064;0.064;0.064
02.01.2016;08:00 - 12:00;TRL-_s_08-12;10;0;75;0.075;0.064;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;20;0;90;0.09;0.064;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;200;0.2;0.064;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;80;0;209;0.209;0.064;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;250;0.25;0.064;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;80;0;339;0.339;0.064;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;350;0.35;0.064;0
02.01.2016;08:00 - 12:00;TRL-_s_08-12;35;0;1234;1.234;0.064;0
02.01.2016;12:00 - 16:00;TRL-_s_12-16;5;5;53;0.053;0.053;0.053
02.01.2016;12:00 - 16:00;TRL-_s_12-16;10;10;55;0.055;0.055;0.055
02.01.2016;12:00 - 16:00;TRL-_s_12-16;70;30;56.5;0.0565;0.0565;0.0565
02.01.2016;12:00 - 16:00;TRL-_s_12-16;59;59;62;0.062;0.062;0.062
02.01.2016;12:00 - 16:00;TRL-_s_12-16;80;40;69;0.069;0.069;0.069
02.01.2016;12:00 - 16:00;TRL-_s_12-16;10;0;75;0.075;0.069;0
02.01.2016;12:00 - 16:00;TRL-_s_12-16;20;0;90;0.09;0.069;0
02.01.2016;12:00 - 16:00;TRL-_s_12-16;80;0;166;0.166;0.069;0
02.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;200;0.2;0.069;0
02.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;250;0.25;0.069;0
02.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;350;0.35;0.069;0
02.01.2016;12:00 - 16:00;TRL-_s_12-16;65;0;1111;1.111;0.069;0
02.01.2016;12:00 - 16:00;TRL-_s_12-16;35;0;1234;1.234;0.069;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;5;0;40;0.04;0.069;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;10;0;45;0.045;0.069;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;59;59;48;0.048;0.048;0.048
02.01.2016;16:00 - 20:00;TRL-_s_16-20;65;65;48;0.048;0.048;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;70;30;48;0.048;0.048;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;10;0;65;0.065;0.048;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;20;0;80;0.08;0.048;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;200;0.2;0.048;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;250;0.25;0.048;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;80;0;288;0.288;0.048;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;80;0;339;0.339;0.048;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;350;0.35;0.048;0
02.01.2016;16:00 - 20:00;TRL-_s_16-20;35;0;1234;1.234;0.048;0
02.01.2016;20:00 - 00:00;TRL-_s_20-24;5;5;49;0.049;0.049;0.049
02.01.2016;20:00 - 00:00;TRL-_s_20-24;10;10;55;0.055;0.055;0.055
02.01.2016;20:00 - 00:00;TRL-_s_20-24;59;59;64;0.064;0.064;0.064
02.01.2016;20:00 - 00:00;TRL-_s_20-24;65;65;66;0.066;0.066;0.066
02.01.2016;20:00 - 00:00;TRL-_s_20-24;10;10;75;0.075;0.075;0.075
02.01.2016;20:00 - 00:00;TRL-_s_20-24;70;0;84;0.084;0.075;0
02.01.2016;20:00 - 00:00;TRL-_s_20-24;20;0;90;0.09;0.075;0
02.01.2016;20:00 - 00:00;TRL-_s_20-24;80;0;188;0.188;0.075;0
02.01.2016;20:00 - 00:00;TRL-_s_20-24;15;0;200;0.2;0.075;0
02.01.2016;20:00 - 00:00;TRL-_s_20-24;25;0;250;0.25;0.075;0
02.01.2016;20:00 - 00:00;TRL-_s_20-24;80;0;344;0.344;0.075;0
02.01.2016;20:00 - 00:00;TRL-_s_20-24;25;0;350;0.35;0.075;0
02.01.2016;20:00 - 00:00;TRL-_s_20-24;35;0;1234;1.234;0.075;0
03.01.2016;00:00 - 04:00;TRL-_s_00-04;5;5;55;0.055;0.055;0.055
03.01.2016;00:00 - 04:00;TRL-_s_00-04;10;10;70;0.07;0.07;0.07
03.01.2016;00:00 - 04:00;TRL-_s_00-04;65;65;74;0.074;0.074;0.074
03.01.2016;00:00 - 04:00;TRL-_s_00-04;59;59;78;0.078;0.078;0.078
03.01.2016;00:00 - 04:00;TRL-_s_00-04;10;10;80;0.08;0.08;0.08
03.01.2016;00:00 - 04:00;TRL-_s_00-04;70;0;94;0.094;0.08;0
03.01.2016;00:00 - 04:00;TRL-_s_00-04;20;0;130;0.13;0.08;0
03.01.2016;00:00 - 04:00;TRL-_s_00-04;80;0;178;0.178;0.08;0
03.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;200;0.2;0.08;0
03.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;250;0.25;0.08;0
03.01.2016;00:00 - 04:00;TRL-_s_00-04;80;0;349;0.349;0.08;0
03.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;350;0.35;0.08;0
03.01.2016;00:00 - 04:00;TRL-_s_00-04;35;0;1234;1.234;0.08;0
03.01.2016;04:00 - 08:00;TRL-_s_04-08;5;5;65;0.065;0.065;0.065
03.01.2016;04:00 - 08:00;TRL-_s_04-08;10;10;75;0.075;0.075;0.075
03.01.2016;04:00 - 08:00;TRL-_s_04-08;70;30;86;0.086;0.086;0.086
03.01.2016;04:00 - 08:00;TRL-_s_04-08;59;59;88;0.088;0.088;0.088
03.01.2016;04:00 - 08:00;TRL-_s_04-08;10;10;90;0.09;0.09;0.09
03.01.2016;04:00 - 08:00;TRL-_s_04-08;80;40;94;0.094;0.094;0.094
03.01.2016;04:00 - 08:00;TRL-_s_04-08;20;0;130;0.13;0.094;0
03.01.2016;04:00 - 08:00;TRL-_s_04-08;80;0;189;0.189;0.094;0
03.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;200;0.2;0.094;0
03.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;250;0.25;0.094;0
03.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;350;0.35;0.094;0
03.01.2016;04:00 - 08:00;TRL-_s_04-08;65;0;1111;1.111;0.094;0
03.01.2016;04:00 - 08:00;TRL-_s_04-08;35;0;1234;1.234;0.094;0
03.01.2016;08:00 - 12:00;TRL-_s_08-12;5;5;51;0.051;0.051;0.051
03.01.2016;08:00 - 12:00;TRL-_s_08-12;10;10;55;0.055;0.055;0.055
03.01.2016;08:00 - 12:00;TRL-_s_08-12;59;59;59;0.059;0.059;0.059
03.01.2016;08:00 - 12:00;TRL-_s_08-12;65;65;66;0.066;0.066;0.066
03.01.2016;08:00 - 12:00;TRL-_s_08-12;10;10;75;0.075;0.075;0.075
03.01.2016;08:00 - 12:00;TRL-_s_08-12;70;0;84;0.084;0.075;0
03.01.2016;08:00 - 12:00;TRL-_s_08-12;20;0;90;0.09;0.075;0
03.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;200;0.2;0.075;0
03.01.2016;08:00 - 12:00;TRL-_s_08-12;80;0;209;0.209;0.075;0
03.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;250;0.25;0.075;0
03.01.2016;08:00 - 12:00;TRL-_s_08-12;80;0;339;0.339;0.075;0
03.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;350;0.35;0.075;0
03.01.2016;08:00 - 12:00;TRL-_s_08-12;35;0;1234;1.234;0.075;0
03.01.2016;12:00 - 16:00;TRL-_s_12-16;5;5;53;0.053;0.053;0.053
03.01.2016;12:00 - 16:00;TRL-_s_12-16;10;10;55;0.055;0.055;0.055
03.01.2016;12:00 - 16:00;TRL-_s_12-16;59;59;62;0.062;0.062;0.062
03.01.2016;12:00 - 16:00;TRL-_s_12-16;65;65;66;0.066;0.066;0.066
03.01.2016;12:00 - 16:00;TRL-_s_12-16;10;10;75;0.075;0.075;0.075
03.01.2016;12:00 - 16:00;TRL-_s_12-16;20;0;90;0.09;0.075;0
03.01.2016;12:00 - 16:00;TRL-_s_12-16;70;0;94;0.094;0.075;0
03.01.2016;12:00 - 16:00;TRL-_s_12-16;80;0;166;0.166;0.075;0
03.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;200;0.2;0.075;0
03.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;250;0.25;0.075;0
03.01.2016;12:00 - 16:00;TRL-_s_12-16;80;0;349;0.349;0.075;0
03.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;350;0.35;0.075;0
03.01.2016;12:00 - 16:00;TRL-_s_12-16;35;0;1234;1.234;0.075;0
03.01.2016;16:00 - 20:00;TRL-_s_16-20;5;5;40;0.04;0.04;0.04
03.01.2016;16:00 - 20:00;TRL-_s_16-20;10;10;45;0.045;0.045;0.045
03.01.2016;16:00 - 20:00;TRL-_s_16-20;59;59;48;0.048;0.048;0.048
03.01.2016;16:00 - 20:00;TRL-_s_16-20;65;65;54;0.054;0.054;0.054
03.01.2016;16:00 - 20:00;TRL-_s_16-20;10;10;65;0.065;0.065;0.065
03.01.2016;16:00 - 20:00;TRL-_s_16-20;70;0;74;0.074;0.065;0
03.01.2016;16:00 - 20:00;TRL-_s_16-20;20;0;80;0.08;0.065;0
03.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;200;0.2;0.065;0
03.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;250;0.25;0.065;0
03.01.2016;16:00 - 20:00;TRL-_s_16-20;80;0;288;0.288;0.065;0
03.01.2016;16:00 - 20:00;TRL-_s_16-20;80;0;339;0.339;0.065;0
03.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;350;0.35;0.065;0
03.01.2016;16:00 - 20:00;TRL-_s_16-20;35;0;1234;1.234;0.065;0
03.01.2016;20:00 - 00:00;TRL-_s_20-24;5;5;49;0.049;0.049;0.049
03.01.2016;20:00 - 00:00;TRL-_s_20-24;10;10;55;0.055;0.055;0.055
03.01.2016;20:00 - 00:00;TRL-_s_20-24;59;59;64;0.064;0.064;0.064
03.01.2016;20:00 - 00:00;TRL-_s_20-24;65;65;69;0.069;0.069;0.069
03.01.2016;20:00 - 00:00;TRL-_s_20-24;10;10;75;0.075;0.075;0.075
03.01.2016;20:00 - 00:00;TRL-_s_20-24;70;0;84;0.084;0.075;0
03.01.2016;20:00 - 00:00;TRL-_s_20-24;20;0;90;0.09;0.075;0
03.01.2016;20:00 - 00:00;TRL-_s_20-24;80;0;188;0.188;0.075;0
03.01.2016;20:00 - 00:00;TRL-_s_20-24;15;0;200;0.2;0.075;0
03.01.2016;20:00 - 00:00;TRL-_s_20-24;25;0;250;0.25;0.075;0
03.01.2016;20:00 - 00:00;TRL-_s_20-24;80;0;344;0.344;0.075;0
03.01.2016;20:00 - 00:00;TRL-_s_20-24;25;0;350;0.35;0.075;0
03.01.2016;20:00 - 00:00;TRL-_s_20-24;35;0;1234;1.234;0.075;0
04.01.2016;00:00 - 04:00;TRL-_s_00-04;5;5;55;0.055;0.055;0.055
04.01.2016;00:00 - 04:00;TRL-_s_00-04;10;10;65;0.065;0.065;0.065
04.01.2016;00:00 - 04:00;TRL-_s_00-04;50;41;65.4;0.0654;0.0654;0.0654
04.01.2016;00:00 - 04:00;TRL-_s_00-04;50;20;72;0.072;0.072;0.072
04.01.2016;00:00 - 04:00;TRL-_s_00-04;10;10;80;0.08;0.08;0.08
04.01.2016;00:00 - 04:00;TRL-_s_00-04;20;0;130;0.13;0.08;0
04.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;200;0.2;0.08;0
04.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;250;0.25;0.08;0
04.01.2016;00:00 - 04:00;TRL-_s_00-04;25;0;350;0.35;0.08;0
04.01.2016;00:00 - 04:00;TRL-_s_00-04;65;0;1111;1.111;0.08;0
04.01.2016;00:00 - 04:00;TRL-_s_00-04;35;0;1234;1.234;0.08;0
04.01.2016;04:00 - 08:00;TRL-_s_04-08;10;10;65;0.065;0.065;0.065
04.01.2016;04:00 - 08:00;TRL-_s_04-08;50;42;73.27;0.07327;0.07327;0.07327
04.01.2016;04:00 - 08:00;TRL-_s_04-08;50;20;78;0.078;0.078;0.078
04.01.2016;04:00 - 08:00;TRL-_s_04-08;5;5;88;0.088;0.088;0.088
04.01.2016;04:00 - 08:00;TRL-_s_04-08;10;10;90;0.09;0.09;0.09
04.01.2016;04:00 - 08:00;TRL-_s_04-08;20;0;130;0.13;0.09;0
04.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;200;0.2;0.09;0
04.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;250;0.25;0.09;0
04.01.2016;04:00 - 08:00;TRL-_s_04-08;25;0;350;0.35;0.09;0
04.01.2016;04:00 - 08:00;TRL-_s_04-08;65;0;1111;1.111;0.09;0
04.01.2016;04:00 - 08:00;TRL-_s_04-08;35;0;1234;1.234;0.09;0
04.01.2016;08:00 - 12:00;TRL-_s_08-12;10;10;13.6;0.0136;0.0136;0.0136
04.01.2016;08:00 - 12:00;TRL-_s_08-12;10;10;15.6;0.0156;0.0156;0.0156
04.01.2016;08:00 - 12:00;TRL-_s_08-12;5;5;17.6;0.0176;0.0176;0.0176
04.01.2016;08:00 - 12:00;TRL-_s_08-12;5;5;18.8;0.0188;0.0188;0.0188
04.01.2016;08:00 - 12:00;TRL-_s_08-12;5;5;19;0.019;0.019;0.019
04.01.2016;08:00 - 12:00;TRL-_s_08-12;65;65;28;0.028;0.028;0.028
04.01.2016;08:00 - 12:00;TRL-_s_08-12;10;0;40;0.04;0.028;0
04.01.2016;08:00 - 12:00;TRL-_s_08-12;10;0;55;0.055;0.028;0
04.01.2016;08:00 - 12:00;TRL-_s_08-12;50;0;57;0.057;0.028;0
04.01.2016;08:00 - 12:00;TRL-_s_08-12;20;0;75;0.075;0.028;0
04.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;200;0.2;0.028;0
04.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;250;0.25;0.028;0
04.01.2016;08:00 - 12:00;TRL-_s_08-12;50;0;339;0.339;0.028;0
04.01.2016;08:00 - 12:00;TRL-_s_08-12;25;0;350;0.35;0.028;0
04.01.2016;08:00 - 12:00;TRL-_s_08-12;35;0;1234;1.234;0.028;0
04.01.2016;12:00 - 16:00;TRL-_s_12-16;5;5;19;0.019;0.019;0.019
04.01.2016;12:00 - 16:00;TRL-_s_12-16;65;65;28;0.028;0.028;0.028
04.01.2016;12:00 - 16:00;TRL-_s_12-16;10;10;40;0.04;0.04;0.04
04.01.2016;12:00 - 16:00;TRL-_s_12-16;50;22;53.6;0.0536;0.0536;0.0536
04.01.2016;12:00 - 16:00;TRL-_s_12-16;10;0;55;0.055;0.0536;0
04.01.2016;12:00 - 16:00;TRL-_s_12-16;20;0;75;0.075;0.0536;0
04.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;200;0.2;0.0536;0
04.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;250;0.25;0.0536;0
04.01.2016;12:00 - 16:00;TRL-_s_12-16;50;0;349;0.349;0.0536;0
04.01.2016;12:00 - 16:00;TRL-_s_12-16;25;0;350;0.35;0.0536;0
04.01.2016;12:00 - 16:00;TRL-_s_12-16;35;0;1234;1.234;0.0536;0
04.01.2016;16:00 - 20:00;TRL-_s_16-20;5;5;11;0.011;0.011;0.011
04.01.2016;16:00 - 20:00;TRL-_s_16-20;5;5;19.8;0.0198;0.0198;0.0198
04.01.2016;16:00 - 20:00;TRL-_s_16-20;5;5;25;0.025;0.025;0.025
04.01.2016;16:00 - 20:00;TRL-_s_16-20;65;65;28;0.028;0.028;0.028
04.01.2016;16:00 - 20:00;TRL-_s_16-20;10;0;40;0.04;0.028;0
04.01.2016;16:00 - 20:00;TRL-_s_16-20;50;23;40;0.04;0.04;0.04
04.01.2016;16:00 - 20:00;TRL-_s_16-20;10;0;55;0.055;0.04;0
04.01.2016;16:00 - 20:00;TRL-_s_16-20;20;0;75;0.075;0.04;0
04.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;200;0.2;0.04;0
04.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;250;0.25;0.04;0
04.01.2016;16:00 - 20:00;TRL-_s_16-20;50;0;339;0.339;0.04;0
04.01.2016;16:00 - 20:00;TRL-_s_16-20;25;0;350;0.35;0.04;0
