;;;#of times;de;;;
;;;;2562;7.7;;0.0077
;;;;2563;7.7;;0.0077
;;;;2564;7.7;;0.0077
;;;;2565;4.9;;0.0049
;;;;2566;4.9;;0.0049
;;;;2567;4.9;;0.0049
;;;;2568;4.9;;0.0049
;;;;2569;0.9;;0.0009
;;;;2570;0.9;;0.0009
;;;;2571;0.9;;0.0009
;;;;2572;0.9;;0.0009
;;;;2573;1.9;;0.0019
;;;;2574;1.9;;0.0019
;;;;2575;1.9;;0.0019
;;;;2576;1.9;;0.0019
;;;;2577;10;;0.01
;;;;2578;10;;0.01
;;;;2579;10;;0.01
;;;;2580;10;;0.01
;;;;2581;3.5;;0.0035
;;;;2582;3.5;;0.0035
;;;;2583;3.5;;0.0035
;;;;2584;3.5;;0.0035
;;;;2585;7;;0.007
;;;;2586;7;;0.007
;;;;2587;7;;0.007
;;;;2588;7;;0.007
;;;;2589;3.6;;0.0036
;;;;2590;3.6;;0.0036
;;;;2591;3.6;;0.0036
;;;;2592;3.6;;0.0036
;;;;2593;0.65;;0.00065
;;;;2594;0.65;;0.00065
;;;;2595;0.65;;0.00065
;;;;2596;0.65;;0.00065
;;;;2597;1.2;;0.0012
;;;;2598;1.2;;0.0012
;;;;2599;1.2;;0.0012
;;;;2600;1.2;;0.0012
;;;;2601;7.5;;0.0075
;;;;2602;7.5;;0.0075
;;;;2603;7.5;;0.0075
;;;;2604;7.5;;0.0075
;;;;2605;2.85;;0.00285
;;;;2606;2.85;;0.00285
;;;;2607;2.85;;0.00285
;;;;2608;2.85;;0.00285
;;;;2609;6.8;;0.0068
;;;;2610;6.8;;0.0068
;;;;2611;6.8;;0.0068
;;;;2612;6.8;;0.0068
;;;;2613;3;;0.003
;;;;2614;3;;0.003
;;;;2615;3;;0.003
;;;;2616;3;;0.003
;;;;2617;0.56;;0.00056
;;;;2618;0.56;;0.00056
;;;;2619;0.56;;0.00056
;;;;2620;0.56;;0.00056
;;;;2621;0.9;;0.0009
;;;;2622;0.9;;0.0009
;;;;2623;0.9;;0.0009
;;;;2624;0.9;;0.0009
;;;;2625;6;;0.006
;;;;2626;6;;0.006
;;;;2627;6;;0.006
;;;;2628;6;;0.006
;;;;2629;2.1;;0.0021
;;;;2630;2.1;;0.0021
;;;;2631;2.1;;0.0021
;;;;2632;2.1;;0.0021
;;;;2633;5;;0.005
;;;;2634;5;;0.005
;;;;2635;5;;0.005
;;;;2636;5;;0.005
;;;;2637;2.3;;0.0023
;;;;2638;2.3;;0.0023
;;;;2639;2.3;;0.0023
;;;;2640;2.3;;0.0023
;;;;2641;0.52;;0.00052
;;;;2642;0.52;;0.00052
;;;;2643;0.52;;0.00052
;;;;2644;0.52;;0.00052
;;;;2645;0.84;;0.00084
;;;;2646;0.84;;0.00084
;;;;2647;0.84;;0.00084
;;;;2648;0.84;;0.00084
;;;;2649;1.53;;0.00153
;;;;2650;1.53;;0.00153
;;;;2651;1.53;;0.00153
;;;;2652;1.53;;0.00153
;;;;2653;1.5;;0.0015
;;;;2654;1.5;;0.0015
;;;;2655;1.5;;0.0015
;;;;2656;1.5;;0.0015
;;;;2657;1;;0.001
;;;;2658;1;;0.001
;;;;2659;1;;0.001
;;;;2660;1;;0.001
;;;;2661;0.9;;0.0009
;;;;2662;0.9;;0.0009
;;;;2663;0.9;;0.0009
;;;;2664;0.9;;0.0009
;;;;2665;0.4;;0.0004
;;;;2666;0.4;;0.0004
;;;;2667;0.4;;0.0004
;;;;2668;0.4;;0.0004
;;;;2669;0.78;;0.00078
;;;;2670;0.78;;0.00078
;;;;2671;0.78;;0.00078
;;;;2672;0.78;;0.00078
;;;;2673;1;;0.001
;;;;2674;1;;0.001
;;;;2675;1;;0.001
;;;;2676;1;;0.001
;;;;2677;1.3;;0.0013
;;;;2678;1.3;;0.0013
;;;;2679;1.3;;0.0013
;;;;2680;1.3;;0.0013
;;;;2681;0.8;;0.0008
;;;;2682;0.8;;0.0008
;;;;2683;0.8;;0.0008
;;;;2684;0.8;;0.0008
;;;;2685;0.7;;0.0007
;;;;2686;0.7;;0.0007
;;;;2687;0.7;;0.0007
;;;;2688;0.7;;0.0007
;;;;2689;1;;0.001
;;;;2690;1;;0.001
;;;;2691;1;;0.001
;;;;2692;1;;0.001
;;;;2693;2.89;;0.00289
;;;;2694;2.89;;0.00289
;;;;2695;2.89;;0.00289
;;;;2696;2.89;;0.00289
;;;;2697;12;;0.012
;;;;2698;12;;0.012
;;;;2699;12;;0.012
;;;;2700;12;;0.012
;;;;2701;5.3;;0.0053
;;;;2702;5.3;;0.0053
;;;;2703;5.3;;0.0053
;;;;2704;5.3;;0.0053
;;;;2705;9.5;;0.0095
;;;;2706;9.5;;0.0095
;;;;2707;9.5;;0.0095
;;;;2708;9.5;;0.0095
;;;;2709;6;;0.006
;;;;2710;6;;0.006
;;;;2711;6;;0.006
;;;;2712;6;;0.006
;;;;2713;0.9;;0.0009
;;;;2714;0.9;;0.0009
;;;;2715;0.9;;0.0009
;;;;2716;0.9;;0.0009
;;;;2717;3.5;;0.0035
;;;;2718;3.5;;0.0035
;;;;2719;3.5;;0.0035
;;;;2720;3.5;;0.0035
;;;;2721;20;;0.02
;;;;2722;20;;0.02
;;;;2723;20;;0.02
;;;;2724;20;;0.02
;;;;2725;8;;0.008
;;;;2726;8;;0.008
;;;;2727;8;;0.008
;;;;2728;8;;0.008
;;;;2729;9;;0.009
;;;;2730;9;;0.009
;;;;2731;9;;0.009
;;;;2732;9;;0.009
;;;;2733;4.5;;0.0045
;;;;2734;4.5;;0.0045
;;;;2735;4.5;;0.0045
;;;;2736;4.5;;0.0045
;;;;2737;1;;0.001
;;;;2738;1;;0.001
;;;;2739;1;;0.001
;;;;2740;1;;0.001
;;;;2741;2.8;;0.0028
;;;;2742;2.8;;0.0028
;;;;2743;2.8;;0.0028
;;;;2744;2.8;;0.0028
;;;;2745;26.33;;0.02633
;;;;2746;26.33;;0.02633
;;;;2747;26.33;;0.02633
;;;;2748;26.33;;0.02633
;;;;2749;6.2;;0.0062
;;;;2750;6.2;;0.0062
;;;;2751;6.2;;0.0062
;;;;2752;6.2;;0.0062
;;;;2753;9;;0.009
;;;;2754;9;;0.009
;;;;2755;9;;0.009
;;;;2756;9;;0.009
;;;;2757;12;;0.012
;;;;2758;12;;0.012
;;;;2759;12;;0.012
;;;;2760;12;;0.012
;;;;2761;1;;0.001
;;;;2762;1;;0.001
;;;;2763;1;;0.001
;;;;2764;1;;0.001
;;;;2765;2.12;;0.00212
;;;;2766;2.12;;0.00212
;;;;2767;2.12;;0.00212
;;;;2768;2.12;;0.00212
;;;;2769;26.73;;0.02673
;;;;2770;26.73;;0.02673
;;;;2771;26.73;;0.02673
;;;;2772;26.73;;0.02673
;;;;2773;6;;0.006
;;;;2774;6;;0.006
;;;;2775;6;;0.006
;;;;2776;6;;0.006
;;;;2777;8.8;;0.0088
;;;;2778;8.8;;0.0088
;;;;2779;8.8;;0.0088
;;;;2780;8.8;;0.0088
;;;;2781;6.5;;0.0065
;;;;2782;6.5;;0.0065
;;;;2783;6.5;;0.0065
;;;;2784;6.5;;0.0065
;;;;2785;0.73;;0.00073
;;;;2786;0.73;;0.00073
;;;;2787;0.73;;0.00073
;;;;2788;0.73;;0.00073
;;;;2789;1.65;;0.00165
;;;;2790;1.65;;0.00165
;;;;2791;1.65;;0.00165
;;;;2792;1.65;;0.00165
;;;;2793;15;;0.015
;;;;2794;15;;0.015
;;;;2795;15;;0.015
;;;;2796;15;;0.015
;;;;2797;4.5;;0.0045
;;;;2798;4.5;;0.0045
;;;;2799;4.5;;0.0045
;;;;2800;4.5;;0.0045
;;;;2801;6.3;;0.0063
;;;;2802;6.3;;0.0063
;;;;2803;6.3;;0.0063
;;;;2804;6.3;;0.0063
;;;;2805;4.4;;0.0044
;;;;2806;4.4;;0.0044
;;;;2807;4.4;;0.0044
;;;;2808;4.4;;0.0044
;;;;2809;0.92;;0.00092
;;;;2810;0.92;;0.00092
;;;;2811;0.92;;0.00092
;;;;2812;0.92;;0.00092
;;;;2813;2.8;;0.0028
;;;;2814;2.8;;0.0028
;;;;2815;2.8;;0.0028
;;;;2816;2.8;;0.0028
;;;;2817;1.2;;0.0012
;;;;2818;1.2;;0.0012
;;;;2819;1.2;;0.0012
;;;;2820;1.2;;0.0012
;;;;2821;0.8;;0.0008
;;;;2822;0.8;;0.0008
;;;;2823;0.8;;0.0008
;;;;2824;0.8;;0.0008
;;;;2825;0.9;;0.0009
;;;;2826;0.9;;0.0009
;;;;2827;0.9;;0.0009
;;;;2828;0.9;;0.0009
;;;;2829;0.9;;0.0009
;;;;2830;0.9;;0.0009
;;;;2831;0.9;;0.0009
;;;;2832;0.9;;0.0009
;;;;2833;0.65;;0.00065
;;;;2834;0.65;;0.00065
;;;;2835;0.65;;0.00065
;;;;2836;0.65;;0.00065
;;;;2837;1.6;;0.0016
;;;;2838;1.6;;0.0016
;;;;2839;1.6;;0.0016
;;;;2840;1.6;;0.0016
;;;;2841;2.5;;0.0025
;;;;2842;2.5;;0.0025
;;;;2843;2.5;;0.0025
;;;;2844;2.5;;0.0025
;;;;2845;3;;0.003
;;;;2846;3;;0.003
;;;;2847;3;;0.003
;;;;2848;3;;0.003
;;;;2849;0.9;;0.0009
;;;;2850;0.9;;0.0009
;;;;2851;0.9;;0.0009
;;;;2852;0.9;;0.0009
;;;;2853;0.9;;0.0009
;;;;2854;0.9;;0.0009
;;;;2855;0.9;;0.0009
;;;;2856;0.9;;0.0009
;;;;2857;1.16;;0.00116
;;;;2858;1.16;;0.00116
;;;;2859;1.16;;0.00116
;;;;2860;1.16;;0.00116
;;;;2861;3.5;;0.0035
;;;;2862;3.5;;0.0035
;;;;2863;3.5;;0.0035
;;;;2864;3.5;;0.0035
;;;;2865;17;;0.017
;;;;2866;17;;0.017
;;;;2867;17;;0.017
;;;;2868;17;;0.017
;;;;2869;4.9;;0.0049
;;;;2870;4.9;;0.0049
;;;;2871;4.9;;0.0049
;;;;2872;4.9;;0.0049
;;;;2873;7.56;;0.00756
;;;;2874;7.56;;0.00756
;;;;2875;7.56;;0.00756
;;;;2876;7.56;;0.00756
;;;;2877;8;;0.008
;;;;2878;8;;0.008
;;;;2879;8;;0.008
;;;;2880;8;;0.008
;;;;2881;2.4;;0.0024
;;;;2882;2.4;;0.0024
;;;;2883;2.4;;0.0024
;;;;2884;2.4;;0.0024
;;;;2885;4.5;;0.0045
;;;;2886;4.5;;0.0045
;;;;2887;4.5;;0.0045
;;;;2888;4.5;;0.0045
;;;;2889;17;;0.017
;;;;2890;17;;0.017
;;;;2891;17;;0.017
;;;;2892;17;;0.017
;;;;2893;5.04;;0.00504
;;;;2894;5.04;;0.00504
;;;;2895;5.04;;0.00504
;;;;2896;5.04;;0.00504
;;;;2897;7.1;;0.0071
;;;;2898;7.1;;0.0071
;;;;2899;7.1;;0.0071
;;;;2900;7.1;;0.0071
;;;;2901;8;;0.008
;;;;2902;8;;0.008
;;;;2903;8;;0.008
;;;;2904;8;;0.008
;;;;2905;1.6;;0.0016
;;;;2906;1.6;;0.0016
;;;;2907;1.6;;0.0016
;;;;2908;1.6;;0.0016
;;;;2909;4.5;;0.0045
;;;;2910;4.5;;0.0045
;;;;2911;4.5;;0.0045
;;;;2912;4.5;;0.0045
;;;;2913;16.8;;0.0168
;;;;2914;16.8;;0.0168
;;;;2915;16.8;;0.0168
;;;;2916;16.8;;0.0168
;;;;2917;4;;0.004
;;;;2918;4;;0.004
;;;;2919;4;;0.004
;;;;2920;4;;0.004
;;;;2921;6.7;;0.0067
;;;;2922;6.7;;0.0067
;;;;2923;6.7;;0.0067
;;;;2924;6.7;;0.0067
;;;;2925;6.6;;0.0066
;;;;2926;6.6;;0.0066
;;;;2927;6.6;;0.0066
;;;;2928;6.6;;0.0066
;;;;2929;1.3;;0.0013
;;;;2930;1.3;;0.0013
;;;;2931;1.3;;0.0013
;;;;2932;1.3;;0.0013
;;;;2933;2;;0.002
;;;;2934;2;;0.002
;;;;2935;2;;0.002
;;;;2936;2;;0.002
;;;;2937;3;;0.003
;;;;2938;3;;0.003
;;;;2939;3;;0.003
;;;;2940;3;;0.003
;;;;2941;3.4;;0.0034
;;;;2942;3.4;;0.0034
;;;;2943;3.4;;0.0034
;;;;2944;3.4;;0.0034
;;;;2945;2.75;;0.00275
;;;;2946;2.75;;0.00275
;;;;2947;2.75;;0.00275
;;;;2948;2.75;;0.00275
;;;;2949;2.5;;0.0025
;;;;2950;2.5;;0.0025
;;;;2951;2.5;;0.0025
;;;;2952;2.5;;0.0025
;;;;2953;1.3;;0.0013
;;;;2954;1.3;;0.0013
;;;;2955;1.3;;0.0013
;;;;2956;1.3;;0.0013
;;;;2957;1.5;;0.0015
;;;;2958;1.5;;0.0015
;;;;2959;1.5;;0.0015
;;;;2960;1.5;;0.0015
;;;;2961;2.7;;0.0027
;;;;2962;2.7;;0.0027
;;;;2963;2.7;;0.0027
;;;;2964;2.7;;0.0027
;;;;2965;1.5;;0.0015
;;;;2966;1.5;;0.0015
;;;;2967;1.5;;0.0015
;;;;2968;1.5;;0.0015
;;;;2969;2;;0.002
;;;;2970;2;;0.002
;;;;2971;2;;0.002
;;;;2972;2;;0.002
;;;;2973;2.75;;0.00275
;;;;2974;2.75;;0.00275
;;;;2975;2.75;;0.00275
;;;;2976;2.75;;0.00275
;;;;2977;1.4;;0.0014
;;;;2978;1.4;;0.0014
;;;;2979;1.4;;0.0014
;;;;2980;1.4;;0.0014
;;;;2981;1.5;;0.0015
;;;;2982;1.5;;0.0015
;;;;2983;1.5;;0.0015
;;;;2984;1.5;;0.0015
;;;;2985;3;;0.003
;;;;2986;3;;0.003
;;;;2987;3;;0.003
;;;;2988;3;;0.003
;;;;2989;2.2;;0.0022
;;;;2990;2.2;;0.0022
;;;;2991;2.2;;0.0022
;;;;2992;2.2;;0.0022
;;;;2993;2.5;;0.0025
;;;;2994;2.5;;0.0025
;;;;2995;2.5;;0.0025
;;;;2996;2.5;;0.0025
;;;;2997;2.5;;0.0025
;;;;2998;2.5;;0.0025
;;;;2999;2.5;;0.0025
;;;;3000;2.5;;0.0025
;;;;3001;2.5;;0.0025
;;;;3002;2.5;;0.0025
;;;;3003;2.5;;0.0025
;;;;3004;2.5;;0.0025
;;;;3005;3;;0.003
;;;;3006;3;;0.003
;;;;3007;3;;0.003
;;;;3008;3;;0.003
;;;;3009;4;;0.004
;;;;3010;4;;0.004
;;;;3011;4;;0.004
;;;;3012;4;;0.004
;;;;3013;3;;0.003
;;;;3014;3;;0.003
;;;;3015;3;;0.003
;;;;3016;3;;0.003
;;;;3017;2.5;;0.0025
;;;;3018;2.5;;0.0025
;;;;3019;2.5;;0.0025
;;;;3020;2.5;;0.0025
;;;;3021;5;;0.005
;;;;3022;5;;0.005
;;;;3023;5;;0.005
;;;;3024;5;;0.005
;;;;3025;1;;0.001
;;;;3026;1;;0.001
;;;;3027;1;;0.001
;;;;3028;1;;0.001
;;;;3029;2;;0.002
;;;;3030;2;;0.002
;;;;3031;2;;0.002
;;;;3032;2;;0.002
;;;;3033;13.99;;0.01399
;;;;3034;13.99;;0.01399
;;;;3035;13.99;;0.01399
;;;;3036;13.99;;0.01399
;;;;3037;6;;0.006
;;;;3038;6;;0.006
;;;;3039;6;;0.006
;;;;3040;6;;0.006
;;;;3041;14;;0.014
;;;;3042;14;;0.014
;;;;3043;14;;0.014
;;;;3044;14;;0.014
;;;;3045;7.8;;0.0078
;;;;3046;7.8;;0.0078
;;;;3047;7.8;;0.0078
;;;;3048;7.8;;0.0078
;;;;3049;2.94;;0.00294
;;;;3050;2.94;;0.00294
;;;;3051;2.94;;0.00294
;;;;3052;2.94;;0.00294
;;;;3053;2;;0.002
;;;;3054;2;;0.002
;;;;3055;2;;0.002
;;;;3056;2;;0.002
;;;;3057;12;;0.012
;;;;3058;12;;0.012
;;;;3059;12;;0.012
;;;;3060;12;;0.012
;;;;3061;4;;0.004
;;;;3062;4;;0.004
;;;;3063;4;;0.004
;;;;3064;4;;0.004
;;;;3065;8;;0.008
;;;;3066;8;;0.008
;;;;3067;8;;0.008
;;;;3068;8;;0.008
;;;;3069;4.8;;0.0048
;;;;3070;4.8;;0.0048
;;;;3071;4.8;;0.0048
;;;;3072;4.8;;0.0048
;;;;3073;2;;0.002
;;;;3074;2;;0.002
;;;;3075;2;;0.002
;;;;3076;2;;0.002
;;;;3077;2;;0.002
;;;;3078;2;;0.002
;;;;3079;2;;0.002
;;;;3080;2;;0.002
;;;;3081;10.5;;0.0105
;;;;3082;10.5;;0.0105
;;;;3083;10.5;;0.0105
;;;;3084;10.5;;0.0105
;;;;3085;4.2;;0.0042
;;;;3086;4.2;;0.0042
;;;;3087;4.2;;0.0042
;;;;3088;4.2;;0.0042
;;;;3089;6;;0.006
;;;;3090;6;;0.006
;;;;3091;6;;0.006
;;;;3092;6;;0.006
;;;;3093;4;;0.004
;;;;3094;4;;0.004
;;;;3095;4;;0.004
;;;;3096;4;;0.004
;;;;3097;2.04;;0.00204
;;;;3098;2.04;;0.00204
;;;;3099;2.04;;0.00204
;;;;3100;2.04;;0.00204
;;;;3101;2;;0.002
;;;;3102;2;;0.002
;;;;3103;2;;0.002
;;;;3104;2;;0.002
;;;;3105;9.12;;0.00912
;;;;3106;9.12;;0.00912
;;;;3107;9.12;;0.00912
;;;;3108;9.12;;0.00912
;;;;3109;3.45;;0.00345
;;;;3110;3.45;;0.00345
;;;;3111;3.45;;0.00345
;;;;3112;3.45;;0.00345
;;;;3113;5.4;;0.0054
;;;;3114;5.4;;0.0054
;;;;3115;5.4;;0.0054
;;;;3116;5.4;;0.0054
;;;;3117;3.7;;0.0037
;;;;3118;3.7;;0.0037
;;;;3119;3.7;;0.0037
;;;;3120;3.7;;0.0037
;;;;3121;2;;0.002
;;;;3122;2;;0.002
;;;;3123;2;;0.002
;;;;3124;2;;0.002
;;;;3125;1.8;;0.0018
;;;;3126;1.8;;0.0018
;;;;3127;1.8;;0.0018
;;;;3128;1.8;;0.0018
;;;;3129;8.09;;0.00809
;;;;3130;8.09;;0.00809
;;;;3131;8.09;;0.00809
;;;;3132;8.09;;0.00809
;;;;3133;3.02;;0.00302
;;;;3134;3.02;;0.00302
;;;;3135;3.02;;0.00302
;;;;3136;3.02;;0.00302
;;;;3137;5.13;;0.00513
;;;;3138;5.13;;0.00513
;;;;3139;5.13;;0.00513
;;;;3140;5.13;;0.00513
;;;;3141;3.6;;0.0036
;;;;3142;3.6;;0.0036
;;;;3143;3.6;;0.0036
;;;;3144;3.6;;0.0036
;;;;3145;1.88;;0.00188
;;;;3146;1.88;;0.00188
;;;;3147;1.88;;0.00188
;;;;3148;1.88;;0.00188
;;;;3149;1.73;;0.00173
;;;;3150;1.73;;0.00173
;;;;3151;1.73;;0.00173
;;;;3152;1.73;;0.00173
;;;;3153;7.8;;0.0078
;;;;3154;7.8;;0.0078
;;;;3155;7.8;;0.0078
;;;;3156;7.8;;0.0078
;;;;3157;2.75;;0.00275
;;;;3158;2.75;;0.00275
;;;;3159;2.75;;0.00275
;;;;3160;2.75;;0.00275
;;;;3161;4.9;;0.0049
;;;;3162;4.9;;0.0049
;;;;3163;4.9;;0.0049
;;;;3164;4.9;;0.0049
;;;;3165;4;;0.004
;;;;3166;4;;0.004
;;;;3167;4;;0.004
;;;;3168;4;;0.004
;;;;3169;1.56;;0.00156
;;;;3170;1.56;;0.00156
;;;;3171;1.56;;0.00156
;;;;3172;1.56;;0.00156
;;;;3173;2;;0.002
;;;;3174;2;;0.002
;;;;3175;2;;0.002
;;;;3176;2;;0.002
;;;;3177;2.8;;0.0028
;;;;3178;2.8;;0.0028
;;;;3179;2.8;;0.0028
;;;;3180;2.8;;0.0028
;;;;3181;2.54;;0.00254
;;;;3182;2.54;;0.00254
;;;;3183;2.54;;0.00254
;;;;3184;2.54;;0.00254
;;;;3185;2.04;;0.00204
;;;;3186;2.04;;0.00204
;;;;3187;2.04;;0.00204
;;;;3188;2.04;;0.00204
;;;;3189;3.6;;0.0036
;;;;3190;3.6;;0.0036
;;;;3191;3.6;;0.0036
;;;;3192;3.6;;0.0036
;;;;3193;1;;0.001
;;;;3194;1;;0.001
;;;;3195;1;;0.001
;;;;3196;1;;0.001
;;;;3197;1;;0.001
;;;;3198;1;;0.001
;;;;3199;1;;0.001
;;;;3200;1;;0.001
;;;;3201;2.2;;0.0022
;;;;3202;2.2;;0.0022
;;;;3203;2.2;;0.0022
;;;;3204;2.2;;0.0022
;;;;3205;2.22;;0.00222
;;;;3206;2.22;;0.00222
;;;;3207;2.22;;0.00222
;;;;3208;2.22;;0.00222
;;;;3209;2;;0.002
;;;;3210;2;;0.002
;;;;3211;2;;0.002
;;;;3212;2;;0.002
;;;;3213;2.73;;0.00273
;;;;3214;2.73;;0.00273
;;;;3215;2.73;;0.00273
;;;;3216;2.73;;0.00273
;;;;3217;1;;0.001
;;;;3218;1;;0.001
;;;;3219;1;;0.001
;;;;3220;1;;0.001
;;;;3221;1;;0.001
;;;;3222;1;;0.001
;;;;3223;1;;0.001
;;;;3224;1;;0.001
;;;;3225;7;;0.007
;;;;3226;7;;0.007
;;;;3227;7;;0.007
;;;;3228;7;;0.007
;;;;3229;2.75;;0.00275
;;;;3230;2.75;;0.00275
;;;;3231;2.75;;0.00275
;;;;3232;2.75;;0.00275
;;;;3233;5;;0.005
;;;;3234;5;;0.005
;;;;3235;5;;0.005
;;;;3236;5;;0.005
;;;;3237;3.14;;0.00314
;;;;3238;3.14;;0.00314
;;;;3239;3.14;;0.00314
;;;;3240;3.14;;0.00314
;;;;3241;0.9;;0.0009
;;;;3242;0.9;;0.0009
;;;;3243;0.9;;0.0009
;;;;3244;0.9;;0.0009
;;;;3245;1;;0.001
;;;;3246;1;;0.001
;;;;3247;1;;0.001
;;;;3248;1;;0.001
;;;;3249;2.5;;0.0025
;;;;3250;2.5;;0.0025
;;;;3251;2.5;;0.0025
;;;;3252;2.5;;0.0025
;;;;3253;3;;0.003
;;;;3254;3;;0.003
;;;;3255;3;;0.003
;;;;3256;3;;0.003
;;;;3257;6;;0.006
;;;;3258;6;;0.006
;;;;3259;6;;0.006
;;;;3260;6;;0.006
;;;;3261;3;;0.003
;;;;3262;3;;0.003
;;;;3263;3;;0.003
;;;;3264;3;;0.003
;;;;3265;0.7;;0.0007
;;;;3266;0.7;;0.0007
;;;;3267;0.7;;0.0007
;;;;3268;0.7;;0.0007
;;;;3269;0.9;;0.0009
;;;;3270;0.9;;0.0009
;;;;3271;0.9;;0.0009
;;;;3272;0.9;;0.0009
;;;;3273;6;;0.006
;;;;3274;6;;0.006
;;;;3275;6;;0.006
;;;;3276;6;;0.006
;;;;3277;3;;0.003
;;;;3278;3;;0.003
;;;;3279;3;;0.003
;;;;3280;3;;0.003
;;;;3281;4.8;;0.0048
;;;;3282;4.8;;0.0048
;;;;3283;4.8;;0.0048
;;;;3284;4.8;;0.0048
;;;;3285;2.9;;0.0029
;;;;3286;2.9;;0.0029
;;;;3287;2.9;;0.0029
;;;;3288;2.9;;0.0029
;;;;3289;0.5;;0.0005
;;;;3290;0.5;;0.0005
;;;;3291;0.5;;0.0005
;;;;3292;0.5;;0.0005
;;;;3293;2.2;;0.0022
;;;;3294;2.2;;0.0022
;;;;3295;2.2;;0.0022
;;;;3296;2.2;;0.0022
;;;;3297;3.8;;0.0038
;;;;3298;3.8;;0.0038
;;;;3299;3.8;;0.0038
;;;;3300;3.8;;0.0038
;;;;3301;2.5;;0.0025
;;;;3302;2.5;;0.0025
;;;;3303;2.5;;0.0025
;;;;3304;2.5;;0.0025
;;;;3305;3;;0.003
;;;;3306;3;;0.003
;;;;3307;3;;0.003
;;;;3308;3;;0.003
;;;;3309;1.8;;0.0018
;;;;3310;1.8;;0.0018
;;;;3311;1.8;;0.0018
;;;;3312;1.8;;0.0018
;;;;3313;0.3;;0.0003
;;;;3314;0.3;;0.0003
;;;;3315;0.3;;0.0003
;;;;3316;0.3;;0.0003
;;;;3317;0.82;;0.00082
;;;;3318;0.82;;0.00082
;;;;3319;0.82;;0.00082
;;;;3320;0.82;;0.00082
;;;;3321;1.9;;0.0019
;;;;3322;1.9;;0.0019
;;;;3323;1.9;;0.0019
;;;;3324;1.9;;0.0019
;;;;3325;1.5;;0.0015
;;;;3326;1.5;;0.0015
;;;;3327;1.5;;0.0015
;;;;3328;1.5;;0.0015
;;;;3329;1.9;;0.0019
;;;;3330;1.9;;0.0019
;;;;3331;1.9;;0.0019
;;;;3332;1.9;;0.0019
;;;;3333;1.2;;0.0012
;;;;3334;1.2;;0.0012
;;;;3335;1.2;;0.0012
;;;;3336;1.2;;0.0012
;;;;3337;0.9;;0.0009
;;;;3338;0.9;;0.0009
;;;;3339;0.9;;0.0009
;;;;3340;0.9;;0.0009
;;;;3341;0.5;;0.0005
;;;;3342;0.5;;0.0005
;;;;3343;0.5;;0.0005
;;;;3344;0.5;;0.0005
;;;;3345;3;;0.003
;;;;3346;3;;0.003
;;;;3347;3;;0.003
;;;;3348;3;;0.003
;;;;3349;0.6;;0.0006
;;;;3350;0.6;;0.0006
;;;;3351;0.6;;0.0006
;;;;3352;0.6;;0.0006
;;;;3353;0.7;;0.0007
;;;;3354;0.7;;0.0007
;;;;3355;0.7;;0.0007
;;;;3356;0.7;;0.0007
;;;;3357;0.7;;0.0007
;;;;3358;0.7;;0.0007
;;;;3359;0.7;;0.0007
;;;;3360;0.7;;0.0007
;;;;3361;3.2;;0.0032
;;;;3362;3.2;;0.0032
;;;;3363;3.2;;0.0032
;;;;3364;3.2;;0.0032
;;;;3365;16;;0.016
;;;;3366;16;;0.016
;;;;3367;16;;0.016
;;;;3368;16;;0.016
;;;;3369;19.8;;0.0198
;;;;3370;19.8;;0.0198
;;;;3371;19.8;;0.0198
;;;;3372;19.8;;0.0198
;;;;3373;9;;0.009
;;;;3374;9;;0.009
;;;;3375;9;;0.009
;;;;3376;9;;0.009
;;;;3377;17.8;;0.0178
;;;;3378;17.8;;0.0178
;;;;3379;17.8;;0.0178
;;;;3380;17.8;;0.0178
;;;;3381;12;;0.012
;;;;3382;12;;0.012
;;;;3383;12;;0.012
;;;;3384;12;;0.012
;;;;3385;3;;0.003
;;;;3386;3;;0.003
;;;;3387;3;;0.003
;;;;3388;3;;0.003
;;;;3389;15;;0.015
;;;;3390;15;;0.015
;;;;3391;15;;0.015
;;;;3392;15;;0.015
;;;;3393;16.3;;0.0163
;;;;3394;16.3;;0.0163
;;;;3395;16.3;;0.0163
;;;;3396;16.3;;0.0163
;;;;3397;9;;0.009
;;;;3398;9;;0.009
;;;;3399;9;;0.009
;;;;3400;9;;0.009
;;;;3401;17.8;;0.0178
;;;;3402;17.8;;0.0178
;;;;3403;17.8;;0.0178
;;;;3404;17.8;;0.0178
;;;;3405;13.8;;0.0138
;;;;3406;13.8;;0.0138
;;;;3407;13.8;;0.0138
;;;;3408;13.8;;0.0138
;;;;3409;2.85;;0.00285
;;;;3410;2.85;;0.00285
;;;;3411;2.85;;0.00285
;;;;3412;2.85;;0.00285
;;;;3413;12.8;;0.0128
;;;;3414;12.8;;0.0128
;;;;3415;12.8;;0.0128
;;;;3416;12.8;;0.0128
;;;;3417;15;;0.015
;;;;3418;15;;0.015
;;;;3419;15;;0.015
;;;;3420;15;;0.015
;;;;3421;7.8;;0.0078
;;;;3422;7.8;;0.0078
;;;;3423;7.8;;0.0078
;;;;3424;7.8;;0.0078
;;;;3425;14.2;;0.0142
;;;;3426;14.2;;0.0142
;;;;3427;14.2;;0.0142
;;;;3428;14.2;;0.0142
;;;;3429;12.7;;0.0127
;;;;3430;12.7;;0.0127
;;;;3431;12.7;;0.0127
;;;;3432;12.7;;0.0127
;;;;3433;2.6;;0.0026
